"Result:4G bearer SGW-C and PGW-C(1)(2026-06-02 153401)_20260602_153225.csv"
"Save Time:2026-06-02 15:32:25"
"User Name:fraser.msusa"


"NE Type Name:vUGW"

"NE Names:LLG_vCGW01;LLG_vDGW01;LMB_vCGW01;LMB_vDGW01"

"Function Subset Name:SGW-C and PGW-C combined Basic session performance measurement"

"Total 558 records"

"Start Time","Period (min)","NE Name","CGW function","SGW-C and PGW-C combined current active bearers (number)","SGW-C and PGW-C combined current active sessions (number)","SGW-C and PGW-C combined Max number of Active EPS Bearers (number)"
"2026-05-27 23:00:00","60","LMB_vCGW01","nodeName=cgw","455224","455216","467599"
"2026-05-27 23:00:00","60","LLG_vCGW01","nodeName=cgw","475349","475315","488934"
"2026-05-28 00:00:00","60","LMB_vCGW01","nodeName=cgw","447347","447338","454093"
"2026-05-28 00:00:00","60","LLG_vCGW01","nodeName=cgw","466490","466460","473780"
"2026-05-28 01:00:00","60","LMB_vCGW01","nodeName=cgw","444451","444443","447307"
"2026-05-28 01:00:00","60","LLG_vCGW01","nodeName=cgw","463521","463489","466431"
"2026-05-28 02:00:00","60","LMB_vCGW01","nodeName=cgw","444079","444071","444403"
"2026-05-28 02:00:00","60","LLG_vCGW01","nodeName=cgw","463009","462977","463494"
"2026-05-28 03:00:00","60","LMB_vCGW01","nodeName=cgw","446794","446783","446794"
"2026-05-28 03:00:00","60","LLG_vCGW01","nodeName=cgw","465533","465501","465533"
"2026-05-28 04:00:00","60","LMB_vCGW01","nodeName=cgw","455719","455708","455719"
"2026-05-28 04:00:00","60","LLG_vCGW01","nodeName=cgw","473892","473854","473892"
"2026-05-28 05:00:00","60","LMB_vCGW01","nodeName=cgw","477217","477189","477217"
"2026-05-28 05:00:00","60","LLG_vCGW01","nodeName=cgw","495515","495440","495515"
"2026-05-28 06:00:00","60","LLG_vCGW01","nodeName=cgw","516687","516557","516756"
"2026-05-28 06:00:00","60","LMB_vCGW01","nodeName=cgw","499768","499723","499775"
"2026-05-28 07:00:00","60","LMB_vCGW01","nodeName=cgw","500748","500670","502097"
"2026-05-28 07:00:00","60","LLG_vCGW01","nodeName=cgw","521089","520907","521557"
"2026-05-28 08:00:00","60","LMB_vCGW01","nodeName=cgw","498870","498797","500978"
"2026-05-28 08:00:00","60","LLG_vCGW01","nodeName=cgw","519145","518913","521547"
"2026-05-28 09:00:00","60","LMB_vCGW01","nodeName=cgw","497758","497675","499124"
"2026-05-28 09:00:00","60","LLG_vCGW01","nodeName=cgw","521446","521246","522126"
"2026-05-28 10:00:00","60","LMB_vCGW01","nodeName=cgw","495701","495643","497844"
"2026-05-28 10:00:00","60","LLG_vCGW01","nodeName=cgw","520318","520079","522541"
"2026-05-28 11:00:00","60","LMB_vCGW01","nodeName=cgw","493091","493021","495735"
"2026-05-28 11:00:00","60","LLG_vCGW01","nodeName=cgw","520213","520044","521239"
"2026-05-28 12:00:00","60","LMB_vCGW01","nodeName=cgw","491068","491005","493099"
"2026-05-28 12:00:00","60","LLG_vCGW01","nodeName=cgw","519946","519737","521013"
"2026-05-28 13:00:00","60","LMB_vCGW01","nodeName=cgw","488968","488898","491196"
"2026-05-28 13:00:00","60","LLG_vCGW01","nodeName=cgw","517308","517099","520720"
"2026-05-28 14:00:00","60","LMB_vCGW01","nodeName=cgw","488969","488904","489310"
"2026-05-28 14:00:00","60","LLG_vCGW01","nodeName=cgw","517237","517074","518942"
"2026-05-28 15:00:00","60","LMB_vCGW01","nodeName=cgw","491393","491324","491440"
"2026-05-28 15:00:00","60","LLG_vCGW01","nodeName=cgw","519272","519082","519308"
"2026-05-28 16:00:00","60","LMB_vCGW01","nodeName=cgw","499812","499729","499812"
"2026-05-28 16:00:00","60","LLG_vCGW01","nodeName=cgw","524695","524487","524728"
"2026-05-28 17:00:00","60","LMB_vCGW01","nodeName=cgw","517142","517052","517144"
"2026-05-28 17:00:00","60","LLG_vCGW01","nodeName=cgw","533148","532897","534455"
"2026-05-28 18:00:00","60","LMB_vCGW01","nodeName=cgw","531591","531506","531728"
"2026-05-28 18:00:00","60","LLG_vCGW01","nodeName=cgw","545078","544866","545618"
"2026-05-28 19:00:00","60","LMB_vCGW01","nodeName=cgw","533307","533223","534396"
"2026-05-28 19:00:00","60","LLG_vCGW01","nodeName=cgw","544679","544441","546543"
"2026-05-28 20:00:00","60","LMB_vCGW01","nodeName=cgw","517584","517510","533228"
"2026-05-28 20:00:00","60","LLG_vCGW01","nodeName=cgw","531698","531498","545124"
"2026-05-28 21:00:00","60","LMB_vCGW01","nodeName=cgw","490255","490211","517390"
"2026-05-28 21:00:00","60","LLG_vCGW01","nodeName=cgw","508610","508504","531991"
"2026-05-28 22:00:00","60","LMB_vCGW01","nodeName=cgw","467588","467564","490193"
"2026-05-28 22:00:00","60","LLG_vCGW01","nodeName=cgw","486588","486524","508654"
"2026-05-28 23:00:00","60","LMB_vCGW01","nodeName=cgw","454113","454105","467344"
"2026-05-28 23:00:00","60","LLG_vCGW01","nodeName=cgw","473620","473581","486428"
"2026-05-29 00:00:00","60","LLG_vCGW01","nodeName=cgw","464820","464791","472123"
"2026-05-29 00:00:00","60","LMB_vCGW01","nodeName=cgw","445895","445888","452948"
"2026-05-29 01:00:00","60","LMB_vCGW01","nodeName=cgw","443429","443422","445914"
"2026-05-29 01:00:00","60","LLG_vCGW01","nodeName=cgw","461828","461798","464782"
"2026-05-29 02:00:00","60","LMB_vCGW01","nodeName=cgw","443227","443221","443416"
"2026-05-29 02:00:00","60","LLG_vCGW01","nodeName=cgw","461239","461207","461771"
"2026-05-29 03:00:00","60","LMB_vCGW01","nodeName=cgw","446500","446493","446500"
"2026-05-29 03:00:00","60","LLG_vCGW01","nodeName=cgw","463646","463614","463646"
"2026-05-29 04:00:00","60","LMB_vCGW01","nodeName=cgw","455584","455572","455584"
"2026-05-29 04:00:00","60","LLG_vCGW01","nodeName=cgw","470804","470771","470807"
"2026-05-29 05:00:00","60","LMB_vCGW01","nodeName=cgw","477009","476982","477009"
"2026-05-29 05:00:00","60","LLG_vCGW01","nodeName=cgw","491748","491682","491748"
"2026-05-29 06:00:00","60","LMB_vCGW01","nodeName=cgw","498580","498521","498624"
"2026-05-29 06:00:00","60","LLG_vCGW01","nodeName=cgw","512436","512298","512436"
"2026-05-29 07:00:00","60","LMB_vCGW01","nodeName=cgw","498547","498452","501704"
"2026-05-29 07:00:00","60","LLG_vCGW01","nodeName=cgw","519373","519188","519578"
"2026-05-29 08:00:00","60","LMB_vCGW01","nodeName=cgw","498628","498564","500429"
"2026-05-29 08:00:00","60","LLG_vCGW01","nodeName=cgw","519103","518905","519927"
"2026-05-29 09:00:00","60","LMB_vCGW01","nodeName=cgw","495463","495387","498608"
"2026-05-29 09:00:00","60","LLG_vCGW01","nodeName=cgw","518213","518006","519553"
"2026-05-29 10:00:00","60","LLG_vCGW01","nodeName=cgw","518267","518042","518876"
"2026-05-29 10:00:00","60","LMB_vCGW01","nodeName=cgw","493338","493254","495579"
"2026-05-29 11:00:00","60","LMB_vCGW01","nodeName=cgw","491991","491913","493345"
"2026-05-29 11:00:00","60","LLG_vCGW01","nodeName=cgw","517657","517462","518363"
"2026-05-29 12:00:00","60","LMB_vCGW01","nodeName=cgw","489137","489065","492238"
"2026-05-29 12:00:00","60","LLG_vCGW01","nodeName=cgw","515157","514965","517625"
"2026-05-29 13:00:00","60","LMB_vCGW01","nodeName=cgw","489631","489549","489828"
"2026-05-29 13:00:00","60","LLG_vCGW01","nodeName=cgw","514386","514185","516011"
"2026-05-29 14:00:00","60","LMB_vCGW01","nodeName=cgw","490261","490193","490454"
"2026-05-29 14:00:00","60","LLG_vCGW01","nodeName=cgw","514510","514313","516231"
"2026-05-29 15:00:00","60","LMB_vCGW01","nodeName=cgw","493485","493419","493485"
"2026-05-29 15:00:00","60","LLG_vCGW01","nodeName=cgw","516829","516645","517414"
"2026-05-29 16:00:00","60","LMB_vCGW01","nodeName=cgw","500153","500071","500197"
"2026-05-29 16:00:00","60","LLG_vCGW01","nodeName=cgw","523101","522886","523161"
"2026-05-29 17:00:00","60","LMB_vCGW01","nodeName=cgw","518161","518084","518161"
"2026-05-29 17:00:00","60","LLG_vCGW01","nodeName=cgw","533309","533075","533309"
"2026-05-29 18:00:00","60","LMB_vCGW01","nodeName=cgw","533325","533247","533744"
"2026-05-29 18:00:00","60","LLG_vCGW01","nodeName=cgw","544464","544231","544464"
"2026-05-29 19:00:00","60","LMB_vCGW01","nodeName=cgw","533226","533151","536061"
"2026-05-29 19:00:00","60","LLG_vCGW01","nodeName=cgw","543166","542952","546494"
"2026-05-29 20:00:00","60","LMB_vCGW01","nodeName=cgw","517038","516990","533198"
"2026-05-29 20:00:00","60","LLG_vCGW01","nodeName=cgw","529091","528910","544720"
"2026-05-29 21:00:00","60","LMB_vCGW01","nodeName=cgw","490358","490317","517017"
"2026-05-29 21:00:00","60","LLG_vCGW01","nodeName=cgw","506901","506800","529191"
"2026-05-29 22:00:00","60","LMB_vCGW01","nodeName=cgw","467329","467309","490151"
"2026-05-29 22:00:00","60","LLG_vCGW01","nodeName=cgw","485544","485479","506811"
"2026-05-29 23:00:00","60","LMB_vCGW01","nodeName=cgw","453845","453835","467149"
"2026-05-29 23:00:00","60","LLG_vCGW01","nodeName=cgw","470974","470929","485333"
"2026-05-30 00:00:00","60","LMB_vCGW01","nodeName=cgw","445519","445512","452742"
"2026-05-30 00:00:00","60","LLG_vCGW01","nodeName=cgw","462278","462239","469451"
"2026-05-30 01:00:00","60","LMB_vCGW01","nodeName=cgw","442483","442479","445462"
"2026-05-30 01:00:00","60","LLG_vCGW01","nodeName=cgw","459337","459302","462188"
"2026-05-30 02:00:00","60","LMB_vCGW01","nodeName=cgw","441555","441551","442382"
"2026-05-30 02:00:00","60","LLG_vCGW01","nodeName=cgw","458209","458176","459223"
"2026-05-30 03:00:00","60","LMB_vCGW01","nodeName=cgw","443603","443597","443603"
"2026-05-30 03:00:00","60","LLG_vCGW01","nodeName=cgw","459890","459856","459890"
"2026-05-30 04:00:00","60","LMB_vCGW01","nodeName=cgw","451674","451667","451674"
"2026-05-30 04:00:00","60","LLG_vCGW01","nodeName=cgw","467322","467286","467322"
"2026-05-30 05:00:00","60","LMB_vCGW01","nodeName=cgw","471972","471949","471972"
"2026-05-30 05:00:00","60","LLG_vCGW01","nodeName=cgw","486842","486779","486842"
"2026-05-30 06:00:00","60","LMB_vCGW01","nodeName=cgw","496121","496067","496121"
"2026-05-30 06:00:00","60","LLG_vCGW01","nodeName=cgw","511182","511053","511182"
"2026-05-30 07:00:00","60","LMB_vCGW01","nodeName=cgw","501922","501862","502041"
"2026-05-30 07:00:00","60","LLG_vCGW01","nodeName=cgw","518715","518553","518746"
"2026-05-30 08:00:00","60","LMB_vCGW01","nodeName=cgw","500886","500810","501921"
"2026-05-30 08:00:00","60","LLG_vCGW01","nodeName=cgw","519279","519092","520201"
"2026-05-30 09:00:00","60","LLG_vCGW01","nodeName=cgw","519272","519099","519281"
"2026-05-30 09:00:00","60","LMB_vCGW01","nodeName=cgw","496811","496740","500740"
"2026-05-30 10:00:00","60","LMB_vCGW01","nodeName=cgw","493455","493393","496768"
"2026-05-30 10:00:00","60","LLG_vCGW01","nodeName=cgw","516258","516075","519285"
"2026-05-30 11:00:00","60","LMB_vCGW01","nodeName=cgw","490722","490648","493472"
"2026-05-30 11:00:00","60","LLG_vCGW01","nodeName=cgw","513714","513539","517176"
"2026-05-30 12:00:00","60","LMB_vCGW01","nodeName=cgw","491458","491391","491638"
"2026-05-30 12:00:00","60","LLG_vCGW01","nodeName=cgw","514856","514690","515375"
"2026-05-30 13:00:00","60","LMB_vCGW01","nodeName=cgw","492094","492021","492199"
"2026-05-30 13:00:00","60","LLG_vCGW01","nodeName=cgw","513639","513480","515839"
"2026-05-30 14:00:00","60","LMB_vCGW01","nodeName=cgw","492973","492911","493145"
"2026-05-30 14:00:00","60","LLG_vCGW01","nodeName=cgw","515625","515455","515763"
"2026-05-30 15:00:00","60","LMB_vCGW01","nodeName=cgw","495573","495518","495851"
"2026-05-30 15:00:00","60","LLG_vCGW01","nodeName=cgw","516655","516503","517370"
"2026-05-30 16:00:00","60","LMB_vCGW01","nodeName=cgw","502354","502279","502359"
"2026-05-30 16:00:00","60","LLG_vCGW01","nodeName=cgw","524338","524167","524372"
"2026-05-30 17:00:00","60","LMB_vCGW01","nodeName=cgw","519714","519652","519714"
"2026-05-30 17:00:00","60","LLG_vCGW01","nodeName=cgw","533995","533796","534587"
"2026-05-30 18:00:00","60","LMB_vCGW01","nodeName=cgw","533799","533735","533913"
"2026-05-30 18:00:00","60","LLG_vCGW01","nodeName=cgw","546542","546351","546622"
"2026-05-30 19:00:00","60","LMB_vCGW01","nodeName=cgw","533457","533405","535566"
"2026-05-30 19:00:00","60","LLG_vCGW01","nodeName=cgw","540430","540300","547739"
"2026-05-30 20:00:00","60","LMB_vCGW01","nodeName=cgw","512361","512312","533497"
"2026-05-30 20:00:00","60","LLG_vCGW01","nodeName=cgw","527582","527465","540981"
"2026-05-30 21:00:00","60","LMB_vCGW01","nodeName=cgw","481441","481400","512328"
"2026-05-30 21:00:00","60","LLG_vCGW01","nodeName=cgw","499911","499791","527425"
"2026-05-30 22:00:00","60","LMB_vCGW01","nodeName=cgw","456745","456728","481268"
"2026-05-30 22:00:00","60","LLG_vCGW01","nodeName=cgw","474132","474065","499783"
"2026-05-30 23:00:00","60","LMB_vCGW01","nodeName=cgw","444505","444495","456597"
"2026-05-30 23:00:00","60","LLG_vCGW01","nodeName=cgw","459888","459834","473961"
"2026-05-31 00:00:00","60","LMB_vCGW01","nodeName=cgw","436091","436086","443386"
"2026-05-31 00:00:00","60","LLG_vCGW01","nodeName=cgw","450201","450159","458459"
"2026-05-31 01:00:00","60","LMB_vCGW01","nodeName=cgw","433112","433106","436039"
"2026-05-31 01:00:00","60","LLG_vCGW01","nodeName=cgw","446111","446074","450154"
"2026-05-31 02:00:00","60","LMB_vCGW01","nodeName=cgw","431997","431991","433064"
"2026-05-31 02:00:00","60","LLG_vCGW01","nodeName=cgw","444277","444241","446061"
"2026-05-31 03:00:00","60","LMB_vCGW01","nodeName=cgw","434001","433995","434001"
"2026-05-31 03:00:00","60","LLG_vCGW01","nodeName=cgw","445372","445337","445377"
"2026-05-31 04:00:00","60","LMB_vCGW01","nodeName=cgw","441416","441410","441416"
"2026-05-31 04:00:00","60","LLG_vCGW01","nodeName=cgw","451324","451290","451324"
"2026-05-31 05:00:00","60","LMB_vCGW01","nodeName=cgw","462374","462355","462374"
"2026-05-31 05:00:00","60","LLG_vCGW01","nodeName=cgw","469592","469526","469592"
"2026-05-31 06:00:00","60","LMB_vCGW01","nodeName=cgw","486943","486911","486980"
"2026-05-31 06:00:00","60","LLG_vCGW01","nodeName=cgw","496072","495952","496082"
"2026-05-31 07:00:00","60","LMB_vCGW01","nodeName=cgw","494354","494297","494354"
"2026-05-31 07:00:00","60","LLG_vCGW01","nodeName=cgw","506628","506486","506628"
"2026-05-31 08:00:00","60","LLG_vCGW01","nodeName=cgw","510767","510610","510892"
"2026-05-31 08:00:00","60","LMB_vCGW01","nodeName=cgw","494704","494655","495017"
"2026-05-31 09:00:00","60","LMB_vCGW01","nodeName=cgw","491370","491318","494737"
"2026-05-31 09:00:00","60","LLG_vCGW01","nodeName=cgw","509775","509610","510714"
"2026-05-31 10:00:00","60","LMB_vCGW01","nodeName=cgw","489250","489196","491446"
"2026-05-31 10:00:00","60","LLG_vCGW01","nodeName=cgw","509853","509704","509881"
"2026-05-31 11:00:00","60","LMB_vCGW01","nodeName=cgw","489068","489010","489560"
"2026-05-31 11:00:00","60","LLG_vCGW01","nodeName=cgw","510305","510145","510381"
"2026-05-31 12:00:00","60","LMB_vCGW01","nodeName=cgw","490248","490199","490294"
"2026-05-31 12:00:00","60","LLG_vCGW01","nodeName=cgw","513273","513125","513312"
"2026-05-31 13:00:00","60","LMB_vCGW01","nodeName=cgw","490864","490818","491189"
"2026-05-31 13:00:00","60","LLG_vCGW01","nodeName=cgw","516196","516047","516196"
"2026-05-31 14:00:00","60","LMB_vCGW01","nodeName=cgw","494549","494502","494549"
"2026-05-31 14:00:00","60","LLG_vCGW01","nodeName=cgw","519854","519678","519854"
"2026-05-31 15:00:00","60","LMB_vCGW01","nodeName=cgw","497659","497609","497799"
"2026-05-31 15:00:00","60","LLG_vCGW01","nodeName=cgw","523193","523028","523193"
"2026-05-31 16:00:00","60","LMB_vCGW01","nodeName=cgw","502020","501962","502080"
"2026-05-31 16:00:00","60","LLG_vCGW01","nodeName=cgw","527499","527320","527558"
"2026-05-31 17:00:00","60","LMB_vCGW01","nodeName=cgw","518979","518895","518979"
"2026-05-31 17:00:00","60","LLG_vCGW01","nodeName=cgw","538731","538521","538731"
"2026-05-31 18:00:00","60","LMB_vCGW01","nodeName=cgw","530962","530905","531139"
"2026-05-31 18:00:00","60","LLG_vCGW01","nodeName=cgw","550270","550064","550513"
"2026-05-31 19:00:00","60","LMB_vCGW01","nodeName=cgw","531473","531401","533187"
"2026-05-31 19:00:00","60","LLG_vCGW01","nodeName=cgw","551950","551755","553483"
"2026-05-31 20:00:00","60","LMB_vCGW01","nodeName=cgw","513352","513301","531387"
"2026-05-31 20:00:00","60","LLG_vCGW01","nodeName=cgw","536314","536138","551955"
"2026-05-31 21:00:00","60","LMB_vCGW01","nodeName=cgw","484815","484778","513256"
"2026-05-31 21:00:00","60","LLG_vCGW01","nodeName=cgw","511226","511113","536244"
"2026-05-31 22:00:00","60","LMB_vCGW01","nodeName=cgw","463078","463056","484604"
"2026-05-31 22:00:00","60","LLG_vCGW01","nodeName=cgw","489534","489457","511097"
"2026-05-31 23:00:00","60","LMB_vCGW01","nodeName=cgw","451230","451222","462891"
"2026-05-31 23:00:00","60","LLG_vCGW01","nodeName=cgw","476412","476362","489358"
"2026-06-01 00:00:00","60","LMB_vCGW01","nodeName=cgw","443370","443364","450124"
"2026-06-01 00:00:00","60","LLG_vCGW01","nodeName=cgw","467368","467326","474895"
"2026-06-01 01:00:00","60","LMB_vCGW01","nodeName=cgw","440779","440775","443284"
"2026-06-01 01:00:00","60","LLG_vCGW01","nodeName=cgw","464485","464445","467327"
"2026-06-01 02:00:00","60","LMB_vCGW01","nodeName=cgw","440080","440076","440772"
"2026-06-01 02:00:00","60","LLG_vCGW01","nodeName=cgw","463675","463636","464429"
"2026-06-01 03:00:00","60","LLG_vCGW01","nodeName=cgw","465708","465672","465708"
"2026-06-01 03:00:00","60","LMB_vCGW01","nodeName=cgw","442328","442322","442328"
"2026-06-01 04:00:00","60","LMB_vCGW01","nodeName=cgw","451720","451714","451720"
"2026-06-01 04:00:00","60","LLG_vCGW01","nodeName=cgw","473139","473099","473139"
"2026-06-01 05:00:00","60","LMB_vCGW01","nodeName=cgw","472932","472913","472932"
"2026-06-01 05:00:00","60","LLG_vCGW01","nodeName=cgw","493241","493161","493241"
"2026-06-01 06:00:00","60","LMB_vCGW01","nodeName=cgw","494319","494274","494333"
"2026-06-01 06:00:00","60","LLG_vCGW01","nodeName=cgw","515592","515465","515592"
"2026-06-01 07:00:00","60","LMB_vCGW01","nodeName=cgw","496893","496819","497616"
"2026-06-01 07:00:00","60","LLG_vCGW01","nodeName=cgw","521193","521017","521357"
"2026-06-01 08:00:00","60","LMB_vCGW01","nodeName=cgw","496648","496565","496919"
"2026-06-01 08:00:00","60","LLG_vCGW01","nodeName=cgw","521572","521360","522227"
"2026-06-01 09:00:00","60","LMB_vCGW01","nodeName=cgw","494298","494215","496646"
"2026-06-01 09:00:00","60","LLG_vCGW01","nodeName=cgw","522072","521857","522110"
"2026-06-01 10:00:00","60","LMB_vCGW01","nodeName=cgw","492500","492405","494335"
"2026-06-01 10:00:00","60","LLG_vCGW01","nodeName=cgw","522021","521796","522427"
"2026-06-01 11:00:00","60","LMB_vCGW01","nodeName=cgw","489621","489545","492489"
"2026-06-01 11:00:00","60","LLG_vCGW01","nodeName=cgw","521419","521179","522201"
"2026-06-01 12:00:00","60","LMB_vCGW01","nodeName=cgw","488588","488522","490128"
"2026-06-01 12:00:00","60","LLG_vCGW01","nodeName=cgw","520262","520044","521379"
"2026-06-01 13:00:00","60","LMB_vCGW01","nodeName=cgw","486917","486859","488688"
"2026-06-01 13:00:00","60","LLG_vCGW01","nodeName=cgw","519317","519103","520503"
"2026-06-01 14:00:00","60","LMB_vCGW01","nodeName=cgw","487188","487112","487214"
"2026-06-01 14:00:00","60","LLG_vCGW01","nodeName=cgw","519239","519034","519509"
"2026-06-01 15:00:00","60","LMB_vCGW01","nodeName=cgw","490002","489927","490177"
"2026-06-01 15:00:00","60","LLG_vCGW01","nodeName=cgw","521295","521090","521348"
"2026-06-01 16:00:00","60","LMB_vCGW01","nodeName=cgw","498984","498910","498984"
"2026-06-01 16:00:00","60","LLG_vCGW01","nodeName=cgw","526980","526743","527015"
"2026-06-01 17:00:00","60","LMB_vCGW01","nodeName=cgw","517173","517070","517173"
"2026-06-01 17:00:00","60","LLG_vCGW01","nodeName=cgw","538168","537929","538234"
"2026-06-01 18:00:00","60","LMB_vCGW01","nodeName=cgw","532964","532875","533139"
"2026-06-01 18:00:00","60","LLG_vCGW01","nodeName=cgw","549796","549532","550003"
"2026-06-01 19:00:00","60","LMB_vCGW01","nodeName=cgw","533774","533709","535248"
"2026-06-01 19:00:00","60","LLG_vCGW01","nodeName=cgw","549762","549545","551397"
"2026-06-01 20:00:00","60","LMB_vCGW01","nodeName=cgw","517416","517349","533736"
"2026-06-01 20:00:00","60","LLG_vCGW01","nodeName=cgw","535466","535264","549757"
"2026-06-01 21:00:00","60","LMB_vCGW01","nodeName=cgw","489494","489448","517293"
"2026-06-01 21:00:00","60","LLG_vCGW01","nodeName=cgw","511308","511187","535437"
"2026-06-01 22:00:00","60","LMB_vCGW01","nodeName=cgw","467542","467527","489397"
"2026-06-01 22:00:00","60","LLG_vCGW01","nodeName=cgw","488717","488653","511155"
"2026-06-01 23:00:00","60","LMB_vCGW01","nodeName=cgw","454718","454708","467308"
"2026-06-01 23:00:00","60","LLG_vCGW01","nodeName=cgw","475788","475747","488502"
"2026-06-02 00:00:00","60","LMB_vCGW01","nodeName=cgw","446758","446750","453644"
"2026-06-02 00:00:00","60","LLG_vCGW01","nodeName=cgw","467046","467014","474256"
"2026-06-02 01:00:00","60","LMB_vCGW01","nodeName=cgw","443898","443891","446689"
"2026-06-02 01:00:00","60","LLG_vCGW01","nodeName=cgw","464164","464132","467002"
"2026-06-02 02:00:00","60","LLG_vCGW01","nodeName=cgw","463520","463489","464135"
"2026-06-02 02:00:00","60","LMB_vCGW01","nodeName=cgw","443340","443334","443829"
"2026-06-02 03:00:00","60","LMB_vCGW01","nodeName=cgw","446522","446517","446522"
"2026-06-02 03:00:00","60","LLG_vCGW01","nodeName=cgw","465590","465560","465624"
"2026-06-02 04:00:00","60","LMB_vCGW01","nodeName=cgw","456502","456493","456502"
"2026-06-02 04:00:00","60","LLG_vCGW01","nodeName=cgw","474465","474431","474485"
"2026-06-02 05:00:00","60","LMB_vCGW01","nodeName=cgw","478304","478289","478304"
"2026-06-02 05:00:00","60","LLG_vCGW01","nodeName=cgw","495346","495277","495346"
"2026-06-02 06:00:00","60","LMB_vCGW01","nodeName=cgw","499139","499087","499139"
"2026-06-02 06:00:00","60","LLG_vCGW01","nodeName=cgw","517282","517156","517282"
"2026-06-02 07:00:00","60","LMB_vCGW01","nodeName=cgw","500667","500596","501244"
"2026-06-02 07:00:00","60","LLG_vCGW01","nodeName=cgw","522010","521834","522013"
"2026-06-02 08:00:00","60","LMB_vCGW01","nodeName=cgw","498614","498534","500596"
"2026-06-02 08:00:00","60","LLG_vCGW01","nodeName=cgw","523229","523011","523458"
"2026-06-02 09:00:00","60","LMB_vCGW01","nodeName=cgw","496251","496162","498811"
"2026-06-02 09:00:00","60","LLG_vCGW01","nodeName=cgw","522463","522246","523441"
"2026-06-02 10:00:00","60","LMB_vCGW01","nodeName=cgw","494336","494266","496341"
"2026-06-02 10:00:00","60","LLG_vCGW01","nodeName=cgw","522077","521873","522656"
"2026-06-02 11:00:00","60","LMB_vCGW01","nodeName=cgw","492176","492094","494270"
"2026-06-02 11:00:00","60","LLG_vCGW01","nodeName=cgw","521110","520914","522204"
"2026-06-02 12:00:00","60","LMB_vCGW01","nodeName=cgw","490434","490349","492156"
"2026-06-02 12:00:00","60","LLG_vCGW01","nodeName=cgw","519729","519532","521051"
"2026-06-02 13:00:00","60","LMB_vCGW01","nodeName=cgw","488106","488029","490350"
"2026-06-02 13:00:00","60","LLG_vCGW01","nodeName=cgw","518711","518494","519807"
"2026-06-02 14:00:00","60","LMB_vCGW01","nodeName=cgw","487915","487843","488071"
"2026-06-02 14:00:00","60","LLG_vCGW01","nodeName=cgw","518371","518170","518736"
