"Result:MGW Traffic Licence(2026-06-02 155028)_20260602_154627.csv"
"Save Time:2026-06-02 15:46:27"
"User Name:fraser.msusa"


"NE Type Name:MGW"

"NE Names:NEW LLGMGW;NEW LMBMGW"

"Function Subset Name:Statistics of License"

"Total 1,709 records"

"Start Time","Period (min)","NE Name","MGWFunction","Average Licensed Traffic (number)","Peak Licensed Traffic (number)"
"2026-05-19 23:00:00","60","NEW LLGMGW","NEW LLGMGW","963","1512"
"2026-05-19 23:00:00","60","NEW LMBMGW","NEW LMBMGW","840","1282"
"2026-05-20 00:00:00","60","NEW LLGMGW","NEW LLGMGW","434","609"
"2026-05-20 00:00:00","60","NEW LMBMGW","NEW LMBMGW","370","526"
"2026-05-20 01:00:00","60","NEW LLGMGW","NEW LLGMGW","290","363"
"2026-05-20 01:00:00","60","NEW LMBMGW","NEW LMBMGW","258","312"
"2026-05-20 02:00:00","60","NEW LLGMGW","NEW LLGMGW","306","391"
"2026-05-20 02:00:00","60","NEW LMBMGW","NEW LMBMGW","306","389"
"2026-05-20 03:00:00","60","NEW LLGMGW","NEW LLGMGW","533","959"
"2026-05-20 03:00:00","60","NEW LMBMGW","NEW LMBMGW","596","1010"
"2026-05-20 04:00:00","60","NEW LLGMGW","NEW LLGMGW","1871","3702"
"2026-05-20 04:00:00","60","NEW LMBMGW","NEW LMBMGW","2011","3954"
"2026-05-20 05:00:00","60","NEW LLGMGW","NEW LLGMGW","7456","10460"
"2026-05-20 05:00:00","60","NEW LMBMGW","NEW LMBMGW","7343","9685"
"2026-05-20 06:00:00","60","NEW LLGMGW","NEW LLGMGW","11078","11790"
"2026-05-20 06:00:00","60","NEW LMBMGW","NEW LMBMGW","9900","10257"
"2026-05-20 07:00:00","60","NEW LLGMGW","NEW LLGMGW","11812","12267"
"2026-05-20 07:00:00","60","NEW LMBMGW","NEW LMBMGW","10069","10360"
"2026-05-20 08:00:00","60","NEW LMBMGW","NEW LMBMGW","10162","10583"
"2026-05-20 08:00:00","60","NEW LLGMGW","NEW LLGMGW","12096","12496"
"2026-05-20 09:00:00","60","NEW LLGMGW","NEW LLGMGW","11888","12390"
"2026-05-20 09:00:00","60","NEW LMBMGW","NEW LMBMGW","9924","10315"
"2026-05-20 10:00:00","60","NEW LLGMGW","NEW LLGMGW","11346","11683"
"2026-05-20 10:00:00","60","NEW LMBMGW","NEW LMBMGW","9366","9686"
"2026-05-20 11:00:00","60","NEW LLGMGW","NEW LLGMGW","11468","11869"
"2026-05-20 11:00:00","60","NEW LMBMGW","NEW LMBMGW","9575","9977"
"2026-05-20 12:00:00","60","NEW LLGMGW","NEW LLGMGW","11362","11847"
"2026-05-20 12:00:00","60","NEW LMBMGW","NEW LMBMGW","9752","10035"
"2026-05-20 13:00:00","60","NEW LLGMGW","NEW LLGMGW","11556","11974"
"2026-05-20 13:00:00","60","NEW LMBMGW","NEW LMBMGW","9995","10390"
"2026-05-20 14:00:00","60","NEW LLGMGW","NEW LLGMGW","11854","12256"
"2026-05-20 14:00:00","60","NEW LMBMGW","NEW LMBMGW","10388","10824"
"2026-05-20 15:00:00","60","NEW LLGMGW","NEW LLGMGW","12308","12819"
"2026-05-20 15:00:00","60","NEW LMBMGW","NEW LMBMGW","10919","11387"
"2026-05-20 16:00:00","60","NEW LLGMGW","NEW LLGMGW","13709","15429"
"2026-05-20 16:00:00","60","NEW LMBMGW","NEW LMBMGW","12450","14045"
"2026-05-20 17:00:00","60","NEW LLGMGW","NEW LLGMGW","17990","19845"
"2026-05-20 17:00:00","60","NEW LMBMGW","NEW LMBMGW","17324","20530"
"2026-05-20 18:00:00","60","NEW LLGMGW","NEW LLGMGW","19718","20130"
"2026-05-20 18:00:00","60","NEW LMBMGW","NEW LMBMGW","20698","21561"
"2026-05-20 19:00:00","60","NEW LLGMGW","NEW LLGMGW","19241","19856"
"2026-05-20 19:00:00","60","NEW LMBMGW","NEW LMBMGW","19766","21444"
"2026-05-20 20:00:00","60","NEW LLGMGW","NEW LLGMGW","13754","17814"
"2026-05-20 20:00:00","60","NEW LMBMGW","NEW LMBMGW","12539","16950"
"2026-05-20 21:00:00","60","NEW LLGMGW","NEW LLGMGW","6455","9631"
"2026-05-20 21:00:00","60","NEW LMBMGW","NEW LMBMGW","5579","8468"
"2026-05-20 22:00:00","60","NEW LLGMGW","NEW LLGMGW","2249","3806"
"2026-05-20 22:00:00","60","NEW LMBMGW","NEW LMBMGW","1922","3170"
"2026-05-20 23:00:00","60","NEW LLGMGW","NEW LLGMGW","761","1207"
"2026-05-20 23:00:00","60","NEW LMBMGW","NEW LMBMGW","722","1112"
"2026-05-21 00:00:00","60","NEW LLGMGW","NEW LLGMGW","356","488"
"2026-05-21 00:00:00","60","NEW LMBMGW","NEW LMBMGW","356","468"
"2026-05-21 01:00:00","60","NEW LLGMGW","NEW LLGMGW","284","340"
"2026-05-21 01:00:00","60","NEW LMBMGW","NEW LMBMGW","272","328"
"2026-05-21 02:00:00","60","NEW LLGMGW","NEW LLGMGW","294","374"
"2026-05-21 02:00:00","60","NEW LMBMGW","NEW LMBMGW","303","409"
"2026-05-21 03:00:00","60","NEW LLGMGW","NEW LLGMGW","542","914"
"2026-05-21 03:00:00","60","NEW LMBMGW","NEW LMBMGW","570","959"
"2026-05-21 04:00:00","60","NEW LLGMGW","NEW LLGMGW","1801","3558"
"2026-05-21 04:00:00","60","NEW LMBMGW","NEW LMBMGW","1940","3788"
"2026-05-21 05:00:00","60","NEW LLGMGW","NEW LLGMGW","7140","9948"
"2026-05-21 05:00:00","60","NEW LMBMGW","NEW LMBMGW","7089","9452"
"2026-05-21 06:00:00","60","NEW LLGMGW","NEW LLGMGW","10658","11343"
"2026-05-21 06:00:00","60","NEW LMBMGW","NEW LMBMGW","9752","10290"
"2026-05-21 07:00:00","60","NEW LLGMGW","NEW LLGMGW","11577","12072"
"2026-05-21 07:00:00","60","NEW LMBMGW","NEW LMBMGW","9982","10303"
"2026-05-21 08:00:00","60","NEW LLGMGW","NEW LLGMGW","11816","12126"
"2026-05-21 08:00:00","60","NEW LMBMGW","NEW LMBMGW","9836","10295"
"2026-05-21 09:00:00","60","NEW LMBMGW","NEW LMBMGW","9770","10149"
"2026-05-21 09:00:00","60","NEW LLGMGW","NEW LLGMGW","11745","12055"
"2026-05-21 10:00:00","60","NEW LLGMGW","NEW LLGMGW","11311","11726"
"2026-05-21 10:00:00","60","NEW LMBMGW","NEW LMBMGW","9326","9707"
"2026-05-21 11:00:00","60","NEW LLGMGW","NEW LLGMGW","11343","11932"
"2026-05-21 11:00:00","60","NEW LMBMGW","NEW LMBMGW","9612","9994"
"2026-05-21 12:00:00","60","NEW LLGMGW","NEW LLGMGW","11356","11748"
"2026-05-21 12:00:00","60","NEW LMBMGW","NEW LMBMGW","9601","9973"
"2026-05-21 13:00:00","60","NEW LLGMGW","NEW LLGMGW","11118","11746"
"2026-05-21 13:00:00","60","NEW LMBMGW","NEW LMBMGW","9439","10055"
"2026-05-21 14:00:00","60","NEW LLGMGW","NEW LLGMGW","11804","12135"
"2026-05-21 14:00:00","60","NEW LMBMGW","NEW LMBMGW","10215","10812"
"2026-05-21 15:00:00","60","NEW LLGMGW","NEW LLGMGW","12234","12828"
"2026-05-21 15:00:00","60","NEW LMBMGW","NEW LMBMGW","10783","11132"
"2026-05-21 16:00:00","60","NEW LLGMGW","NEW LLGMGW","13657","15096"
"2026-05-21 16:00:00","60","NEW LMBMGW","NEW LMBMGW","12142","13897"
"2026-05-21 17:00:00","60","NEW LLGMGW","NEW LLGMGW","17826","19798"
"2026-05-21 17:00:00","60","NEW LMBMGW","NEW LMBMGW","17087","20542"
"2026-05-21 18:00:00","60","NEW LLGMGW","NEW LLGMGW","19655","20013"
"2026-05-21 18:00:00","60","NEW LMBMGW","NEW LMBMGW","19918","21110"
"2026-05-21 19:00:00","60","NEW LLGMGW","NEW LLGMGW","18742","19786"
"2026-05-21 19:00:00","60","NEW LMBMGW","NEW LMBMGW","17165","19675"
"2026-05-21 20:00:00","60","NEW LLGMGW","NEW LLGMGW","12969","16761"
"2026-05-21 20:00:00","60","NEW LMBMGW","NEW LMBMGW","10993","14557"
"2026-05-21 21:00:00","60","NEW LLGMGW","NEW LLGMGW","6080","9324"
"2026-05-21 21:00:00","60","NEW LMBMGW","NEW LMBMGW","5100","7801"
"2026-05-21 22:00:00","60","NEW LLGMGW","NEW LLGMGW","2253","3795"
"2026-05-21 22:00:00","60","NEW LMBMGW","NEW LMBMGW","1801","3012"
"2026-05-21 23:00:00","60","NEW LLGMGW","NEW LLGMGW","847","1297"
"2026-05-21 23:00:00","60","NEW LMBMGW","NEW LMBMGW","699","997"
"2026-05-22 00:00:00","60","NEW LLGMGW","NEW LLGMGW","429","573"
"2026-05-22 00:00:00","60","NEW LMBMGW","NEW LMBMGW","357","480"
"2026-05-22 01:00:00","60","NEW LLGMGW","NEW LLGMGW","313","360"
"2026-05-22 01:00:00","60","NEW LMBMGW","NEW LMBMGW","279","322"
"2026-05-22 02:00:00","60","NEW LLGMGW","NEW LLGMGW","324","388"
"2026-05-22 02:00:00","60","NEW LMBMGW","NEW LMBMGW","334","432"
"2026-05-22 03:00:00","60","NEW LLGMGW","NEW LLGMGW","542","891"
"2026-05-22 03:00:00","60","NEW LMBMGW","NEW LMBMGW","597","972"
"2026-05-22 04:00:00","60","NEW LLGMGW","NEW LLGMGW","1816","3537"
"2026-05-22 04:00:00","60","NEW LMBMGW","NEW LMBMGW","1934","3658"
"2026-05-22 05:00:00","60","NEW LLGMGW","NEW LLGMGW","7279","10342"
"2026-05-22 05:00:00","60","NEW LMBMGW","NEW LMBMGW","7152","9755"
"2026-05-22 06:00:00","60","NEW LLGMGW","NEW LLGMGW","11225","12008"
"2026-05-22 06:00:00","60","NEW LMBMGW","NEW LMBMGW","10250","10845"
"2026-05-22 07:00:00","60","NEW LLGMGW","NEW LLGMGW","12090","12594"
"2026-05-22 07:00:00","60","NEW LMBMGW","NEW LMBMGW","10229","10491"
"2026-05-22 08:00:00","60","NEW LLGMGW","NEW LLGMGW","12301","12720"
"2026-05-22 08:00:00","60","NEW LMBMGW","NEW LMBMGW","10188","10567"
"2026-05-22 09:00:00","60","NEW LLGMGW","NEW LLGMGW","11992","12447"
"2026-05-22 09:00:00","60","NEW LMBMGW","NEW LMBMGW","9856","10204"
"2026-05-22 10:00:00","60","NEW LLGMGW","NEW LLGMGW","11617","11996"
"2026-05-22 10:00:00","60","NEW LMBMGW","NEW LMBMGW","9450","9776"
"2026-05-22 11:00:00","60","NEW LLGMGW","NEW LLGMGW","11583","11931"
"2026-05-22 11:00:00","60","NEW LMBMGW","NEW LMBMGW","9517","9861"
"2026-05-22 12:00:00","60","NEW LLGMGW","NEW LLGMGW","11398","11857"
"2026-05-22 12:00:00","60","NEW LMBMGW","NEW LMBMGW","9336","9686"
"2026-05-22 13:00:00","60","NEW LLGMGW","NEW LLGMGW","11831","12268"
"2026-05-22 13:00:00","60","NEW LMBMGW","NEW LMBMGW","9985","10690"
"2026-05-22 14:00:00","60","NEW LLGMGW","NEW LLGMGW","12276","12603"
"2026-05-22 14:00:00","60","NEW LMBMGW","NEW LMBMGW","10579","10983"
"2026-05-22 15:00:00","60","NEW LLGMGW","NEW LLGMGW","12638","12969"
"2026-05-22 15:00:00","60","NEW LMBMGW","NEW LMBMGW","10993","11474"
"2026-05-22 16:00:00","60","NEW LLGMGW","NEW LLGMGW","13839","15361"
"2026-05-22 16:00:00","60","NEW LMBMGW","NEW LMBMGW","12326","13921"
"2026-05-22 17:00:00","60","NEW LLGMGW","NEW LLGMGW","17819","19609"
"2026-05-22 17:00:00","60","NEW LMBMGW","NEW LMBMGW","16493","18662"
"2026-05-22 18:00:00","60","NEW LLGMGW","NEW LLGMGW","19384","19749"
"2026-05-22 18:00:00","60","NEW LMBMGW","NEW LMBMGW","17932","19031"
"2026-05-22 19:00:00","60","NEW LLGMGW","NEW LLGMGW","18939","19601"
"2026-05-22 19:00:00","60","NEW LMBMGW","NEW LMBMGW","17210","18421"
"2026-05-22 20:00:00","60","NEW LLGMGW","NEW LLGMGW","13846","17452"
"2026-05-22 20:00:00","60","NEW LMBMGW","NEW LMBMGW","12206","15729"
"2026-05-22 21:00:00","60","NEW LLGMGW","NEW LLGMGW","6767","10250"
"2026-05-22 21:00:00","60","NEW LMBMGW","NEW LMBMGW","5627","8445"
"2026-05-22 22:00:00","60","NEW LMBMGW","NEW LMBMGW","2112","3406"
"2026-05-22 22:00:00","60","NEW LLGMGW","NEW LLGMGW","2671","4161"
"2026-05-22 23:00:00","60","NEW LLGMGW","NEW LLGMGW","994","1497"
"2026-05-22 23:00:00","60","NEW LMBMGW","NEW LMBMGW","823","1265"
"2026-05-23 00:00:00","60","NEW LLGMGW","NEW LLGMGW","474","638"
"2026-05-23 00:00:00","60","NEW LMBMGW","NEW LMBMGW","404","542"
"2026-05-23 01:00:00","60","NEW LLGMGW","NEW LLGMGW","343","408"
"2026-05-23 01:00:00","60","NEW LMBMGW","NEW LMBMGW","292","335"
"2026-05-23 02:00:00","60","NEW LLGMGW","NEW LLGMGW","323","421"
"2026-05-23 02:00:00","60","NEW LMBMGW","NEW LMBMGW","306","412"
"2026-05-23 03:00:00","60","NEW LLGMGW","NEW LLGMGW","583","951"
"2026-05-23 03:00:00","60","NEW LMBMGW","NEW LMBMGW","564","967"
"2026-05-23 04:00:00","60","NEW LLGMGW","NEW LLGMGW","1825","3559"
"2026-05-23 04:00:00","60","NEW LMBMGW","NEW LMBMGW","1823","3471"
"2026-05-23 05:00:00","60","NEW LLGMGW","NEW LLGMGW","7113","10211"
"2026-05-23 05:00:00","60","NEW LMBMGW","NEW LMBMGW","6848","9539"
"2026-05-23 06:00:00","60","NEW LLGMGW","NEW LLGMGW","11342","12517"
"2026-05-23 06:00:00","60","NEW LMBMGW","NEW LMBMGW","10372","11004"
"2026-05-23 07:00:00","60","NEW LLGMGW","NEW LLGMGW","12388","12876"
"2026-05-23 07:00:00","60","NEW LMBMGW","NEW LMBMGW","10636","11187"
"2026-05-23 08:00:00","60","NEW LLGMGW","NEW LLGMGW","12497","12832"
"2026-05-23 08:00:00","60","NEW LMBMGW","NEW LMBMGW","10319","10706"
"2026-05-23 09:00:00","60","NEW LLGMGW","NEW LLGMGW","11987","12549"
"2026-05-23 09:00:00","60","NEW LMBMGW","NEW LMBMGW","9796","10373"
"2026-05-23 10:00:00","60","NEW LLGMGW","NEW LLGMGW","11469","11883"
"2026-05-23 10:00:00","60","NEW LMBMGW","NEW LMBMGW","9255","9587"
"2026-05-23 11:00:00","60","NEW LLGMGW","NEW LLGMGW","11303","11658"
"2026-05-23 11:00:00","60","NEW LMBMGW","NEW LMBMGW","9318","9749"
"2026-05-23 12:00:00","60","NEW LLGMGW","NEW LLGMGW","11422","11785"
"2026-05-23 12:00:00","60","NEW LMBMGW","NEW LMBMGW","9713","10049"
"2026-05-23 13:00:00","60","NEW LLGMGW","NEW LLGMGW","11583","11947"
"2026-05-23 13:00:00","60","NEW LMBMGW","NEW LMBMGW","10039","10562"
"2026-05-23 14:00:00","60","NEW LLGMGW","NEW LLGMGW","11300","12021"
"2026-05-23 14:00:00","60","NEW LMBMGW","NEW LMBMGW","10010","10626"
"2026-05-23 15:00:00","60","NEW LLGMGW","NEW LLGMGW","11335","11900"
"2026-05-23 15:00:00","60","NEW LMBMGW","NEW LMBMGW","10011","10629"
"2026-05-23 16:00:00","60","NEW LLGMGW","NEW LLGMGW","13171","14712"
"2026-05-23 16:00:00","60","NEW LMBMGW","NEW LMBMGW","11972","13551"
"2026-05-23 17:00:00","60","NEW LLGMGW","NEW LLGMGW","17499","19973"
"2026-05-23 17:00:00","60","NEW LMBMGW","NEW LMBMGW","17032","20652"
"2026-05-23 18:00:00","60","NEW LMBMGW","NEW LMBMGW","20986","21748"
"2026-05-23 18:00:00","60","NEW LLGMGW","NEW LLGMGW","19800","20136"
"2026-05-23 19:00:00","60","NEW LLGMGW","NEW LLGMGW","19258","19981"
"2026-05-23 19:00:00","60","NEW LMBMGW","NEW LMBMGW","20005","21565"
"2026-05-23 20:00:00","60","NEW LLGMGW","NEW LLGMGW","14045","17905"
"2026-05-23 20:00:00","60","NEW LMBMGW","NEW LMBMGW","13384","17489"
"2026-05-23 21:00:00","60","NEW LLGMGW","NEW LLGMGW","6852","10127"
"2026-05-23 21:00:00","60","NEW LMBMGW","NEW LMBMGW","6259","9518"
"2026-05-23 22:00:00","60","NEW LLGMGW","NEW LLGMGW","2605","4173"
"2026-05-23 22:00:00","60","NEW LMBMGW","NEW LMBMGW","2349","3722"
"2026-05-23 23:00:00","60","NEW LLGMGW","NEW LLGMGW","1075","1560"
"2026-05-23 23:00:00","60","NEW LMBMGW","NEW LMBMGW","935","1496"
"2026-05-24 00:00:00","60","NEW LLGMGW","NEW LLGMGW","529","735"
"2026-05-24 00:00:00","60","NEW LMBMGW","NEW LMBMGW","485","648"
"2026-05-24 01:00:00","60","NEW LLGMGW","NEW LLGMGW","354","415"
"2026-05-24 01:00:00","60","NEW LMBMGW","NEW LMBMGW","329","398"
"2026-05-24 02:00:00","60","NEW LLGMGW","NEW LLGMGW","302","350"
"2026-05-24 02:00:00","60","NEW LMBMGW","NEW LMBMGW","322","395"
"2026-05-24 03:00:00","60","NEW LLGMGW","NEW LLGMGW","502","846"
"2026-05-24 03:00:00","60","NEW LMBMGW","NEW LMBMGW","529","899"
"2026-05-24 04:00:00","60","NEW LLGMGW","NEW LLGMGW","1626","3177"
"2026-05-24 04:00:00","60","NEW LMBMGW","NEW LMBMGW","1745","3338"
"2026-05-24 05:00:00","60","NEW LLGMGW","NEW LLGMGW","6907","10143"
"2026-05-24 05:00:00","60","NEW LMBMGW","NEW LMBMGW","6855","9680"
"2026-05-24 06:00:00","60","NEW LLGMGW","NEW LLGMGW","11170","11920"
"2026-05-24 06:00:00","60","NEW LMBMGW","NEW LMBMGW","10421","10859"
"2026-05-24 07:00:00","60","NEW LLGMGW","NEW LLGMGW","11406","11797"
"2026-05-24 07:00:00","60","NEW LMBMGW","NEW LMBMGW","10098","10664"
"2026-05-24 08:00:00","60","NEW LMBMGW","NEW LMBMGW","9552","10023"
"2026-05-24 08:00:00","60","NEW LLGMGW","NEW LLGMGW","11056","11500"
"2026-05-24 09:00:00","60","NEW LLGMGW","NEW LLGMGW","10037","10762"
"2026-05-24 09:00:00","60","NEW LMBMGW","NEW LMBMGW","8713","9420"
"2026-05-24 10:00:00","60","NEW LLGMGW","NEW LLGMGW","9333","9802"
"2026-05-24 10:00:00","60","NEW LMBMGW","NEW LMBMGW","8125","8615"
"2026-05-24 11:00:00","60","NEW LLGMGW","NEW LLGMGW","9848","10541"
"2026-05-24 11:00:00","60","NEW LMBMGW","NEW LMBMGW","8975","9655"
"2026-05-24 12:00:00","60","NEW LLGMGW","NEW LLGMGW","10963","11902"
"2026-05-24 12:00:00","60","NEW LMBMGW","NEW LMBMGW","10225","11051"
"2026-05-24 13:00:00","60","NEW LLGMGW","NEW LLGMGW","12183","12825"
"2026-05-24 13:00:00","60","NEW LMBMGW","NEW LMBMGW","11584","12148"
"2026-05-24 14:00:00","60","NEW LLGMGW","NEW LLGMGW","12273","12874"
"2026-05-24 14:00:00","60","NEW LMBMGW","NEW LMBMGW","11789","12498"
"2026-05-24 15:00:00","60","NEW LLGMGW","NEW LLGMGW","12209","13152"
"2026-05-24 15:00:00","60","NEW LMBMGW","NEW LMBMGW","12021","12693"
"2026-05-24 16:00:00","60","NEW LLGMGW","NEW LLGMGW","13801","14851"
"2026-05-24 16:00:00","60","NEW LMBMGW","NEW LMBMGW","13865","15350"
"2026-05-24 17:00:00","60","NEW LLGMGW","NEW LLGMGW","17862","20355"
"2026-05-24 17:00:00","60","NEW LMBMGW","NEW LMBMGW","19114","22691"
"2026-05-24 18:00:00","60","NEW LLGMGW","NEW LLGMGW","20440","20910"
"2026-05-24 18:00:00","60","NEW LMBMGW","NEW LMBMGW","22887","24090"
"2026-05-24 19:00:00","60","NEW LLGMGW","NEW LLGMGW","20066","20878"
"2026-05-24 19:00:00","60","NEW LMBMGW","NEW LMBMGW","22440","24318"
"2026-05-24 20:00:00","60","NEW LLGMGW","NEW LLGMGW","14442","18707"
"2026-05-24 20:00:00","60","NEW LMBMGW","NEW LMBMGW","14412","19444"
"2026-05-24 21:00:00","60","NEW LLGMGW","NEW LLGMGW","6657","10062"
"2026-05-24 21:00:00","60","NEW LMBMGW","NEW LMBMGW","6247","9819"
"2026-05-24 22:00:00","60","NEW LLGMGW","NEW LLGMGW","2327","3968"
"2026-05-24 22:00:00","60","NEW LMBMGW","NEW LMBMGW","2114","3466"
"2026-05-24 23:00:00","60","NEW LLGMGW","NEW LLGMGW","841","1343"
"2026-05-24 23:00:00","60","NEW LMBMGW","NEW LMBMGW","751","1122"
"2026-05-25 00:00:00","60","NEW LLGMGW","NEW LLGMGW","375","543"
"2026-05-25 00:00:00","60","NEW LMBMGW","NEW LMBMGW","365","499"
"2026-05-25 01:00:00","60","NEW LLGMGW","NEW LLGMGW","286","339"
"2026-05-25 01:00:00","60","NEW LMBMGW","NEW LMBMGW","275","356"
"2026-05-25 02:00:00","60","NEW LLGMGW","NEW LLGMGW","298","365"
"2026-05-25 02:00:00","60","NEW LMBMGW","NEW LMBMGW","312","420"
"2026-05-25 03:00:00","60","NEW LLGMGW","NEW LLGMGW","546","913"
"2026-05-25 03:00:00","60","NEW LMBMGW","NEW LMBMGW","643","1162"
"2026-05-25 04:00:00","60","NEW LLGMGW","NEW LLGMGW","1842","3461"
"2026-05-25 04:00:00","60","NEW LMBMGW","NEW LMBMGW","2124","4117"
"2026-05-25 05:00:00","60","NEW LLGMGW","NEW LLGMGW","7374","10423"
"2026-05-25 05:00:00","60","NEW LMBMGW","NEW LMBMGW","7886","10749"
"2026-05-25 06:00:00","60","NEW LLGMGW","NEW LLGMGW","11195","11951"
"2026-05-25 06:00:00","60","NEW LMBMGW","NEW LMBMGW","10786","11252"
"2026-05-25 07:00:00","60","NEW LLGMGW","NEW LLGMGW","12077","12492"
"2026-05-25 07:00:00","60","NEW LMBMGW","NEW LMBMGW","10812","11297"
"2026-05-25 08:00:00","60","NEW LLGMGW","NEW LLGMGW","12507","12919"
"2026-05-25 08:00:00","60","NEW LMBMGW","NEW LMBMGW","10895","11360"
"2026-05-25 09:00:00","60","NEW LLGMGW","NEW LLGMGW","12460","12878"
"2026-05-25 09:00:00","60","NEW LMBMGW","NEW LMBMGW","10742","11127"
"2026-05-25 10:00:00","60","NEW LLGMGW","NEW LLGMGW","12071","12308"
"2026-05-25 10:00:00","60","NEW LMBMGW","NEW LMBMGW","10308","10634"
"2026-05-25 11:00:00","60","NEW LLGMGW","NEW LLGMGW","12062","12457"
"2026-05-25 11:00:00","60","NEW LMBMGW","NEW LMBMGW","10499","10963"
"2026-05-25 12:00:00","60","NEW LLGMGW","NEW LLGMGW","12037","12367"
"2026-05-25 12:00:00","60","NEW LMBMGW","NEW LMBMGW","10786","11219"
"2026-05-25 13:00:00","60","NEW LLGMGW","NEW LLGMGW","12277","12662"
"2026-05-25 13:00:00","60","NEW LMBMGW","NEW LMBMGW","11012","11518"
"2026-05-25 14:00:00","60","NEW LLGMGW","NEW LLGMGW","12664","13168"
"2026-05-25 14:00:00","60","NEW LMBMGW","NEW LMBMGW","11517","12326"
"2026-05-25 15:00:00","60","NEW LLGMGW","NEW LLGMGW","13106","13502"
"2026-05-25 15:00:00","60","NEW LMBMGW","NEW LMBMGW","12036","12486"
"2026-05-25 16:00:00","60","NEW LLGMGW","NEW LLGMGW","14534","16063"
"2026-05-25 16:00:00","60","NEW LMBMGW","NEW LMBMGW","13649","15353"
"2026-05-25 17:00:00","60","NEW LLGMGW","NEW LLGMGW","18595","20285"
"2026-05-25 17:00:00","60","NEW LMBMGW","NEW LMBMGW","18625","22127"
"2026-05-25 18:00:00","60","NEW LLGMGW","NEW LLGMGW","20191","20671"
"2026-05-25 18:00:00","60","NEW LMBMGW","NEW LMBMGW","22190","22832"
"2026-05-25 19:00:00","60","NEW LLGMGW","NEW LLGMGW","19783","20469"
"2026-05-25 19:00:00","60","NEW LMBMGW","NEW LMBMGW","21089","22844"
"2026-05-25 20:00:00","60","NEW LLGMGW","NEW LLGMGW","14454","18619"
"2026-05-25 20:00:00","60","NEW LMBMGW","NEW LMBMGW","13786","18369"
"2026-05-25 21:00:00","60","NEW LMBMGW","NEW LMBMGW","6182","9674"
"2026-05-25 21:00:00","60","NEW LLGMGW","NEW LLGMGW","6741","10377"
"2026-05-25 22:00:00","60","NEW LLGMGW","NEW LLGMGW","2285","3908"
"2026-05-25 22:00:00","60","NEW LMBMGW","NEW LMBMGW","2088","3526"
"2026-05-25 23:00:00","60","NEW LLGMGW","NEW LLGMGW","779","1192"
"2026-05-25 23:00:00","60","NEW LMBMGW","NEW LMBMGW","662","1100"
"2026-05-26 00:00:00","60","NEW LLGMGW","NEW LLGMGW","392","541"
"2026-05-26 00:00:00","60","NEW LMBMGW","NEW LMBMGW","337","401"
"2026-05-26 01:00:00","60","NEW LLGMGW","NEW LLGMGW","282","329"
"2026-05-26 01:00:00","60","NEW LMBMGW","NEW LMBMGW","263","313"
"2026-05-26 02:00:00","60","NEW LLGMGW","NEW LLGMGW","294","395"
"2026-05-26 02:00:00","60","NEW LMBMGW","NEW LMBMGW","319","393"
"2026-05-26 03:00:00","60","NEW LLGMGW","NEW LLGMGW","548","915"
"2026-05-26 03:00:00","60","NEW LMBMGW","NEW LMBMGW","606","1000"
"2026-05-26 04:00:00","60","NEW LLGMGW","NEW LLGMGW","1819","3526"
"2026-05-26 04:00:00","60","NEW LMBMGW","NEW LMBMGW","1988","3784"
"2026-05-26 05:00:00","60","NEW LLGMGW","NEW LLGMGW","7286","10460"
"2026-05-26 05:00:00","60","NEW LMBMGW","NEW LMBMGW","7352","10204"
"2026-05-26 06:00:00","60","NEW LLGMGW","NEW LLGMGW","11245","12149"
"2026-05-26 06:00:00","60","NEW LMBMGW","NEW LMBMGW","10325","10777"
"2026-05-26 07:00:00","60","NEW LLGMGW","NEW LLGMGW","12133","12701"
"2026-05-26 07:00:00","60","NEW LMBMGW","NEW LMBMGW","10447","10725"
"2026-05-26 08:00:00","60","NEW LLGMGW","NEW LLGMGW","12391","12751"
"2026-05-26 08:00:00","60","NEW LMBMGW","NEW LMBMGW","10354","10566"
"2026-05-26 09:00:00","60","NEW LLGMGW","NEW LLGMGW","12232","12631"
"2026-05-26 09:00:00","60","NEW LMBMGW","NEW LMBMGW","10248","10792"
"2026-05-26 10:00:00","60","NEW LLGMGW","NEW LLGMGW","11739","12132"
"2026-05-26 10:00:00","60","NEW LMBMGW","NEW LMBMGW","9797","10108"
"2026-05-26 11:00:00","60","NEW LLGMGW","NEW LLGMGW","11754","12152"
"2026-05-26 11:00:00","60","NEW LMBMGW","NEW LMBMGW","9994","10232"
"2026-05-26 12:00:00","60","NEW LLGMGW","NEW LLGMGW","11823","12227"
"2026-05-26 12:00:00","60","NEW LMBMGW","NEW LMBMGW","10165","10457"
"2026-05-26 13:00:00","60","NEW LLGMGW","NEW LLGMGW","11974","12294"
"2026-05-26 13:00:00","60","NEW LMBMGW","NEW LMBMGW","10473","10880"
"2026-05-26 14:00:00","60","NEW LLGMGW","NEW LLGMGW","12354","12753"
"2026-05-26 14:00:00","60","NEW LMBMGW","NEW LMBMGW","10978","11425"
"2026-05-26 15:00:00","60","NEW LLGMGW","NEW LLGMGW","12722","13117"
"2026-05-26 15:00:00","60","NEW LMBMGW","NEW LMBMGW","11531","11877"
"2026-05-26 16:00:00","60","NEW LLGMGW","NEW LLGMGW","14158","15531"
