"Result:MGW Traffic Licence(2026-06-02 155028)_20260602_154627.csv"
"Save Time:2026-06-02 15:46:27"
"User Name:fraser.msusa"


"NE Type Name:MGW"

"NE Names:NEW LLGMGW;NEW LMBMGW"

"Function Subset Name:Statistics of License"

"Total 1,709 records"

"Start Time","Period (min)","NE Name","MGWFunction","Average Licensed Traffic (number)","Peak Licensed Traffic (number)"
"2026-05-13 05:00:00","60","NEW LLGMGW","NEW LLGMGW","7858","10623"
"2026-05-13 05:00:00","60","NEW LMBMGW","NEW LMBMGW","7794","10069"
"2026-05-13 06:00:00","60","NEW LLGMGW","NEW LLGMGW","11181","11901"
"2026-05-13 06:00:00","60","NEW LMBMGW","NEW LMBMGW","10215","10747"
"2026-05-13 07:00:00","60","NEW LLGMGW","NEW LLGMGW","11953","12537"
"2026-05-13 07:00:00","60","NEW LMBMGW","NEW LMBMGW","10465","10771"
"2026-05-13 08:00:00","60","NEW LLGMGW","NEW LLGMGW","12284","12628"
"2026-05-13 08:00:00","60","NEW LMBMGW","NEW LMBMGW","10615","10921"
"2026-05-13 09:00:00","60","NEW LLGMGW","NEW LLGMGW","12106","12533"
"2026-05-13 09:00:00","60","NEW LMBMGW","NEW LMBMGW","10375","10919"
"2026-05-13 10:00:00","60","NEW LLGMGW","NEW LLGMGW","11708","12001"
"2026-05-13 10:00:00","60","NEW LMBMGW","NEW LMBMGW","10010","10300"
"2026-05-13 11:00:00","60","NEW LLGMGW","NEW LLGMGW","11573","11923"
"2026-05-13 11:00:00","60","NEW LMBMGW","NEW LMBMGW","10109","10458"
"2026-05-13 12:00:00","60","NEW LLGMGW","NEW LLGMGW","11629","12017"
"2026-05-13 12:00:00","60","NEW LMBMGW","NEW LMBMGW","10110","10574"
"2026-05-13 13:00:00","60","NEW LMBMGW","NEW LMBMGW","10404","10736"
"2026-05-13 13:00:00","60","NEW LLGMGW","NEW LLGMGW","11742","12210"
"2026-05-13 14:00:00","60","NEW LLGMGW","NEW LLGMGW","12163","12600"
"2026-05-13 14:00:00","60","NEW LMBMGW","NEW LMBMGW","10839","11261"
"2026-05-13 15:00:00","60","NEW LLGMGW","NEW LLGMGW","12537","12914"
"2026-05-13 15:00:00","60","NEW LMBMGW","NEW LMBMGW","11354","11770"
"2026-05-13 16:00:00","60","NEW LLGMGW","NEW LLGMGW","13928","15207"
"2026-05-13 16:00:00","60","NEW LMBMGW","NEW LMBMGW","12733","14275"
"2026-05-13 17:00:00","60","NEW LLGMGW","NEW LLGMGW","17925","19838"
"2026-05-13 17:00:00","60","NEW LMBMGW","NEW LMBMGW","17473","21044"
"2026-05-13 18:00:00","60","NEW LLGMGW","NEW LLGMGW","19795","20218"
"2026-05-13 18:00:00","60","NEW LMBMGW","NEW LMBMGW","21149","22051"
"2026-05-13 19:00:00","60","NEW LLGMGW","NEW LLGMGW","19516","20123"
"2026-05-13 19:00:00","60","NEW LMBMGW","NEW LMBMGW","20634","21739"
"2026-05-13 20:00:00","60","NEW LLGMGW","NEW LLGMGW","14744","18572"
"2026-05-13 20:00:00","60","NEW LMBMGW","NEW LMBMGW","13831","18472"
"2026-05-13 21:00:00","60","NEW LLGMGW","NEW LLGMGW","7237","10584"
"2026-05-13 21:00:00","60","NEW LMBMGW","NEW LMBMGW","6378","9660"
"2026-05-13 22:00:00","60","NEW LLGMGW","NEW LLGMGW","2731","4484"
"2026-05-13 22:00:00","60","NEW LMBMGW","NEW LMBMGW","2419","3823"
"2026-05-13 23:00:00","60","NEW LLGMGW","NEW LLGMGW","1073","1611"
"2026-05-13 23:00:00","60","NEW LMBMGW","NEW LMBMGW","931","1475"
"2026-05-14 00:00:00","60","NEW LLGMGW","NEW LLGMGW","485","670"
"2026-05-14 00:00:00","60","NEW LMBMGW","NEW LMBMGW","395","530"
"2026-05-14 01:00:00","60","NEW LLGMGW","NEW LLGMGW","316","384"
"2026-05-14 01:00:00","60","NEW LMBMGW","NEW LMBMGW","299","364"
"2026-05-14 02:00:00","60","NEW LLGMGW","NEW LLGMGW","301","370"
"2026-05-14 02:00:00","60","NEW LMBMGW","NEW LMBMGW","308","402"
"2026-05-14 03:00:00","60","NEW LLGMGW","NEW LLGMGW","555","925"
"2026-05-14 03:00:00","60","NEW LMBMGW","NEW LMBMGW","641","1112"
"2026-05-14 04:00:00","60","NEW LLGMGW","NEW LLGMGW","1922","3660"
"2026-05-14 04:00:00","60","NEW LMBMGW","NEW LMBMGW","2125","4211"
"2026-05-14 05:00:00","60","NEW LLGMGW","NEW LLGMGW","7654","10570"
"2026-05-14 05:00:00","60","NEW LMBMGW","NEW LMBMGW","7655","9945"
"2026-05-14 06:00:00","60","NEW LLGMGW","NEW LLGMGW","11612","12352"
"2026-05-14 06:00:00","60","NEW LMBMGW","NEW LMBMGW","10445","10962"
"2026-05-14 07:00:00","60","NEW LLGMGW","NEW LLGMGW","12437","12879"
"2026-05-14 07:00:00","60","NEW LMBMGW","NEW LMBMGW","10747","11130"
"2026-05-14 08:00:00","60","NEW LLGMGW","NEW LLGMGW","12670","12974"
"2026-05-14 08:00:00","60","NEW LMBMGW","NEW LMBMGW","10863","11168"
"2026-05-14 09:00:00","60","NEW LMBMGW","NEW LMBMGW","10770","11218"
"2026-05-14 09:00:00","60","NEW LLGMGW","NEW LLGMGW","12524","13038"
"2026-05-14 10:00:00","60","NEW LLGMGW","NEW LLGMGW","12184","12484"
"2026-05-14 10:00:00","60","NEW LMBMGW","NEW LMBMGW","10343","10732"
"2026-05-14 11:00:00","60","NEW LLGMGW","NEW LLGMGW","11899","12291"
"2026-05-14 11:00:00","60","NEW LMBMGW","NEW LMBMGW","10237","10584"
"2026-05-14 12:00:00","60","NEW LLGMGW","NEW LLGMGW","11482","11861"
"2026-05-14 12:00:00","60","NEW LMBMGW","NEW LMBMGW","10258","10660"
"2026-05-14 13:00:00","60","NEW LLGMGW","NEW LLGMGW","11865","12376"
"2026-05-14 13:00:00","60","NEW LMBMGW","NEW LMBMGW","10900","11525"
"2026-05-14 14:00:00","60","NEW LLGMGW","NEW LLGMGW","12368","12722"
"2026-05-14 14:00:00","60","NEW LMBMGW","NEW LMBMGW","11525","11899"
"2026-05-14 15:00:00","60","NEW LLGMGW","NEW LLGMGW","12512","12877"
"2026-05-14 15:00:00","60","NEW LMBMGW","NEW LMBMGW","11985","12411"
"2026-05-14 16:00:00","60","NEW LLGMGW","NEW LLGMGW","13614","14998"
"2026-05-14 16:00:00","60","NEW LMBMGW","NEW LMBMGW","13205","15203"
"2026-05-14 17:00:00","60","NEW LLGMGW","NEW LLGMGW","18007","20220"
"2026-05-14 17:00:00","60","NEW LMBMGW","NEW LMBMGW","18706","22308"
"2026-05-14 18:00:00","60","NEW LLGMGW","NEW LLGMGW","20176","20527"
"2026-05-14 18:00:00","60","NEW LMBMGW","NEW LMBMGW","22616","23410"
"2026-05-14 19:00:00","60","NEW LLGMGW","NEW LLGMGW","19843","20555"
"2026-05-14 19:00:00","60","NEW LMBMGW","NEW LMBMGW","21634","23521"
"2026-05-14 20:00:00","60","NEW LLGMGW","NEW LLGMGW","14850","18813"
"2026-05-14 20:00:00","60","NEW LMBMGW","NEW LMBMGW","14281","18823"
"2026-05-14 21:00:00","60","NEW LLGMGW","NEW LLGMGW","7156","10595"
"2026-05-14 21:00:00","60","NEW LMBMGW","NEW LMBMGW","6409","9963"
"2026-05-14 22:00:00","60","NEW LLGMGW","NEW LLGMGW","2564","4260"
"2026-05-14 22:00:00","60","NEW LMBMGW","NEW LMBMGW","2256","3565"
"2026-05-14 23:00:00","60","NEW LLGMGW","NEW LLGMGW","905","1446"
"2026-05-14 23:00:00","60","NEW LMBMGW","NEW LMBMGW","849","1310"
"2026-05-15 00:00:00","60","NEW LMBMGW","NEW LMBMGW","406","574"
"2026-05-15 00:00:00","60","NEW LLGMGW","NEW LLGMGW","440","598"
"2026-05-15 01:00:00","60","NEW LLGMGW","NEW LLGMGW","309","384"
"2026-05-15 01:00:00","60","NEW LMBMGW","NEW LMBMGW","273","314"
"2026-05-15 02:00:00","60","NEW LLGMGW","NEW LLGMGW","297","357"
"2026-05-15 02:00:00","60","NEW LMBMGW","NEW LMBMGW","279","357"
"2026-05-15 03:00:00","60","NEW LLGMGW","NEW LLGMGW","533","951"
"2026-05-15 03:00:00","60","NEW LMBMGW","NEW LMBMGW","612","1049"
"2026-05-15 04:00:00","60","NEW LLGMGW","NEW LLGMGW","1943","3826"
"2026-05-15 04:00:00","60","NEW LMBMGW","NEW LMBMGW","2165","4226"
"2026-05-15 05:00:00","60","NEW LLGMGW","NEW LLGMGW","7699","10538"
"2026-05-15 05:00:00","60","NEW LMBMGW","NEW LMBMGW","7855","10377"
"2026-05-15 06:00:00","60","NEW LLGMGW","NEW LLGMGW","11270","11854"
"2026-05-15 06:00:00","60","NEW LMBMGW","NEW LMBMGW","10558","11091"
"2026-05-15 07:00:00","60","NEW LLGMGW","NEW LLGMGW","12053","12445"
"2026-05-15 07:00:00","60","NEW LMBMGW","NEW LMBMGW","10477","10936"
"2026-05-15 08:00:00","60","NEW LLGMGW","NEW LLGMGW","12403","12706"
"2026-05-15 08:00:00","60","NEW LMBMGW","NEW LMBMGW","10782","11151"
"2026-05-15 09:00:00","60","NEW LMBMGW","NEW LMBMGW","10580","10942"
"2026-05-15 09:00:00","60","NEW LLGMGW","NEW LLGMGW","12336","12711"
"2026-05-15 10:00:00","60","NEW LLGMGW","NEW LLGMGW","11975","12376"
"2026-05-15 10:00:00","60","NEW LMBMGW","NEW LMBMGW","10180","10502"
"2026-05-15 11:00:00","60","NEW LLGMGW","NEW LLGMGW","11884","12263"
"2026-05-15 11:00:00","60","NEW LMBMGW","NEW LMBMGW","10357","10682"
"2026-05-15 12:00:00","60","NEW LLGMGW","NEW LLGMGW","11555","12030"
"2026-05-15 12:00:00","60","NEW LMBMGW","NEW LMBMGW","10080","10446"
"2026-05-15 13:00:00","60","NEW LLGMGW","NEW LLGMGW","12022","12698"
"2026-05-15 13:00:00","60","NEW LMBMGW","NEW LMBMGW","10778","11442"
"2026-05-15 14:00:00","60","NEW LLGMGW","NEW LLGMGW","12604","13040"
"2026-05-15 14:00:00","60","NEW LMBMGW","NEW LMBMGW","11360","11871"
"2026-05-15 15:00:00","60","NEW LLGMGW","NEW LLGMGW","12824","13295"
"2026-05-15 15:00:00","60","NEW LMBMGW","NEW LMBMGW","11646","12041"
"2026-05-15 16:00:00","60","NEW LLGMGW","NEW LLGMGW","14065","15618"
"2026-05-15 16:00:00","60","NEW LMBMGW","NEW LMBMGW","12943","14594"
"2026-05-15 17:00:00","60","NEW LLGMGW","NEW LLGMGW","18017","19895"
"2026-05-15 17:00:00","60","NEW LMBMGW","NEW LMBMGW","17737","20919"
"2026-05-15 18:00:00","60","NEW LLGMGW","NEW LLGMGW","19808","20148"
"2026-05-15 18:00:00","60","NEW LMBMGW","NEW LMBMGW","21233","22156"
"2026-05-15 19:00:00","60","NEW LLGMGW","NEW LLGMGW","19469","20139"
"2026-05-15 19:00:00","60","NEW LMBMGW","NEW LMBMGW","20177","21799"
"2026-05-15 20:00:00","60","NEW LLGMGW","NEW LLGMGW","14467","18440"
"2026-05-15 20:00:00","60","NEW LMBMGW","NEW LMBMGW","13276","17327"
"2026-05-15 21:00:00","60","NEW LLGMGW","NEW LLGMGW","6972","10528"
"2026-05-15 21:00:00","60","NEW LMBMGW","NEW LMBMGW","6126","9140"
"2026-05-15 22:00:00","60","NEW LLGMGW","NEW LLGMGW","2672","4328"
"2026-05-15 22:00:00","60","NEW LMBMGW","NEW LMBMGW","2369","3719"
"2026-05-15 23:00:00","60","NEW LLGMGW","NEW LLGMGW","1012","1607"
"2026-05-15 23:00:00","60","NEW LMBMGW","NEW LMBMGW","933","1390"
"2026-05-16 00:00:00","60","NEW LLGMGW","NEW LLGMGW","494","636"
"2026-05-16 00:00:00","60","NEW LMBMGW","NEW LMBMGW","483","617"
"2026-05-16 01:00:00","60","NEW LLGMGW","NEW LLGMGW","342","449"
"2026-05-16 01:00:00","60","NEW LMBMGW","NEW LMBMGW","320","396"
"2026-05-16 02:00:00","60","NEW LLGMGW","NEW LLGMGW","325","428"
"2026-05-16 02:00:00","60","NEW LMBMGW","NEW LMBMGW","302","414"
"2026-05-16 03:00:00","60","NEW LLGMGW","NEW LLGMGW","590","951"
"2026-05-16 03:00:00","60","NEW LMBMGW","NEW LMBMGW","605","1032"
"2026-05-16 04:00:00","60","NEW LLGMGW","NEW LLGMGW","1894","3775"
"2026-05-16 04:00:00","60","NEW LMBMGW","NEW LMBMGW","1988","3936"
"2026-05-16 05:00:00","60","NEW LLGMGW","NEW LLGMGW","7505","10462"
"2026-05-16 05:00:00","60","NEW LMBMGW","NEW LMBMGW","7388","10093"
"2026-05-16 06:00:00","60","NEW LLGMGW","NEW LLGMGW","11529","12474"
"2026-05-16 06:00:00","60","NEW LMBMGW","NEW LMBMGW","10528","11124"
"2026-05-16 07:00:00","60","NEW LLGMGW","NEW LLGMGW","12382","12897"
"2026-05-16 07:00:00","60","NEW LMBMGW","NEW LMBMGW","10691","11149"
"2026-05-16 08:00:00","60","NEW LLGMGW","NEW LLGMGW","12333","12734"
"2026-05-16 08:00:00","60","NEW LMBMGW","NEW LMBMGW","10505","11006"
"2026-05-16 09:00:00","60","NEW LLGMGW","NEW LLGMGW","11846","12278"
"2026-05-16 09:00:00","60","NEW LMBMGW","NEW LMBMGW","10059","10628"
"2026-05-16 10:00:00","60","NEW LLGMGW","NEW LLGMGW","11139","11462"
"2026-05-16 10:00:00","60","NEW LMBMGW","NEW LMBMGW","9447","9828"
"2026-05-16 11:00:00","60","NEW LLGMGW","NEW LLGMGW","11157","11653"
"2026-05-16 11:00:00","60","NEW LMBMGW","NEW LMBMGW","9597","10134"
"2026-05-16 12:00:00","60","NEW LLGMGW","NEW LLGMGW","11240","11635"
"2026-05-16 12:00:00","60","NEW LMBMGW","NEW LMBMGW","10005","10344"
"2026-05-16 13:00:00","60","NEW LLGMGW","NEW LLGMGW","11498","11871"
"2026-05-16 13:00:00","60","NEW LMBMGW","NEW LMBMGW","10370","10741"
"2026-05-16 14:00:00","60","NEW LLGMGW","NEW LLGMGW","11540","11860"
"2026-05-16 14:00:00","60","NEW LMBMGW","NEW LMBMGW","10671","11232"
"2026-05-16 15:00:00","60","NEW LLGMGW","NEW LLGMGW","11673","12016"
"2026-05-16 15:00:00","60","NEW LMBMGW","NEW LMBMGW","10939","11419"
"2026-05-16 16:00:00","60","NEW LLGMGW","NEW LLGMGW","13013","14266"
"2026-05-16 16:00:00","60","NEW LMBMGW","NEW LMBMGW","12289","13989"
"2026-05-16 17:00:00","60","NEW LLGMGW","NEW LLGMGW","17357","20043"
"2026-05-16 17:00:00","60","NEW LMBMGW","NEW LMBMGW","17223","21079"
"2026-05-16 18:00:00","60","NEW LLGMGW","NEW LLGMGW","19844","20163"
"2026-05-16 18:00:00","60","NEW LMBMGW","NEW LMBMGW","21377","22079"
"2026-05-16 19:00:00","60","NEW LLGMGW","NEW LLGMGW","19350","20151"
"2026-05-16 19:00:00","60","NEW LMBMGW","NEW LMBMGW","19902","22061"
"2026-05-16 20:00:00","60","NEW LMBMGW","NEW LMBMGW","12583","16823"
"2026-05-16 20:00:00","60","NEW LLGMGW","NEW LLGMGW","13538","17575"
"2026-05-16 21:00:00","60","NEW LLGMGW","NEW LLGMGW","6474","9477"
"2026-05-16 21:00:00","60","NEW LMBMGW","NEW LMBMGW","5626","8652"
"2026-05-16 22:00:00","60","NEW LLGMGW","NEW LLGMGW","2472","4024"
"2026-05-16 22:00:00","60","NEW LMBMGW","NEW LMBMGW","2161","3522"
"2026-05-16 23:00:00","60","NEW LLGMGW","NEW LLGMGW","931","1387"
"2026-05-16 23:00:00","60","NEW LMBMGW","NEW LMBMGW","833","1225"
"2026-05-17 00:00:00","60","NEW LLGMGW","NEW LLGMGW","444","624"
"2026-05-17 00:00:00","60","NEW LMBMGW","NEW LMBMGW","403","529"
"2026-05-17 01:00:00","60","NEW LLGMGW","NEW LLGMGW","289","334"
"2026-05-17 01:00:00","60","NEW LMBMGW","NEW LMBMGW","268","341"
"2026-05-17 02:00:00","60","NEW LLGMGW","NEW LLGMGW","285","347"
"2026-05-17 02:00:00","60","NEW LMBMGW","NEW LMBMGW","278","384"
"2026-05-17 03:00:00","60","NEW LLGMGW","NEW LLGMGW","466","786"
"2026-05-17 04:00:00","60","NEW LLGMGW","NEW LLGMGW","1504","3029"
"2026-05-17 04:00:00","60","NEW LMBMGW","NEW LMBMGW","1746","3394"
"2026-05-17 05:00:00","60","NEW LMBMGW","NEW LMBMGW","6848","9540"
"2026-05-17 05:00:00","60","NEW LLGMGW","NEW LLGMGW","6583","9621"
"2026-05-17 06:00:00","60","NEW LLGMGW","NEW LLGMGW","10523","11154"
"2026-05-17 06:00:00","60","NEW LMBMGW","NEW LMBMGW","9778","10090"
"2026-05-17 07:00:00","60","NEW LLGMGW","NEW LLGMGW","11030","11343"
"2026-05-17 07:00:00","60","NEW LMBMGW","NEW LMBMGW","9769","10198"
"2026-05-17 08:00:00","60","NEW LLGMGW","NEW LLGMGW","10531","11022"
"2026-05-17 08:00:00","60","NEW LMBMGW","NEW LMBMGW","9310","9828"
"2026-05-17 09:00:00","60","NEW LLGMGW","NEW LLGMGW","9642","10309"
"2026-05-17 09:00:00","60","NEW LMBMGW","NEW LMBMGW","8499","9153"
"2026-05-17 10:00:00","60","NEW LLGMGW","NEW LLGMGW","8986","9214"
"2026-05-17 10:00:00","60","NEW LMBMGW","NEW LMBMGW","7889","8228"
"2026-05-17 11:00:00","60","NEW LLGMGW","NEW LLGMGW","9457","10060"
"2026-05-17 11:00:00","60","NEW LMBMGW","NEW LMBMGW","8405","9023"
"2026-05-17 12:00:00","60","NEW LLGMGW","NEW LLGMGW","10400","10994"
"2026-05-17 12:00:00","60","NEW LMBMGW","NEW LMBMGW","9401","9930"
"2026-05-17 13:00:00","60","NEW LLGMGW","NEW LLGMGW","11285","11765"
"2026-05-17 13:00:00","60","NEW LMBMGW","NEW LMBMGW","10398","10919"
"2026-05-17 14:00:00","60","NEW LLGMGW","NEW LLGMGW","11534","12192"
"2026-05-17 14:00:00","60","NEW LMBMGW","NEW LMBMGW","10548","11060"
"2026-05-17 15:00:00","60","NEW LLGMGW","NEW LLGMGW","11716","12222"
"2026-05-17 15:00:00","60","NEW LMBMGW","NEW LMBMGW","10596","11112"
"2026-05-17 16:00:00","60","NEW LMBMGW","NEW LMBMGW","12303","13845"
"2026-05-17 16:00:00","60","NEW LLGMGW","NEW LLGMGW","13208","14672"
"2026-05-17 17:00:00","60","NEW LLGMGW","NEW LLGMGW","17581","19873"
"2026-05-17 17:00:00","60","NEW LMBMGW","NEW LMBMGW","17220","20641"
"2026-05-17 18:00:00","60","NEW LLGMGW","NEW LLGMGW","19755","20171"
"2026-05-17 18:00:00","60","NEW LMBMGW","NEW LMBMGW","20698","21497"
"2026-05-17 19:00:00","60","NEW LLGMGW","NEW LLGMGW","18938","20019"
"2026-05-17 19:00:00","60","NEW LMBMGW","NEW LMBMGW","18769","21021"
"2026-05-17 20:00:00","60","NEW LLGMGW","NEW LLGMGW","13148","17268"
"2026-05-17 20:00:00","60","NEW LMBMGW","NEW LMBMGW","11745","15646"
"2026-05-17 21:00:00","60","NEW LLGMGW","NEW LLGMGW","6147","9381"
"2026-05-17 21:00:00","60","NEW LMBMGW","NEW LMBMGW","5181","7987"
"2026-05-17 22:00:00","60","NEW LLGMGW","NEW LLGMGW","2176","3497"
"2026-05-17 22:00:00","60","NEW LMBMGW","NEW LMBMGW","1856","3072"
"2026-05-17 23:00:00","60","NEW LLGMGW","NEW LLGMGW","836","1270"
"2026-05-17 23:00:00","60","NEW LMBMGW","NEW LMBMGW","684","1087"
"2026-05-18 00:00:00","60","NEW LLGMGW","NEW LLGMGW","426","573"
"2026-05-18 00:00:00","60","NEW LMBMGW","NEW LMBMGW","352","476"
"2026-05-18 01:00:00","60","NEW LLGMGW","NEW LLGMGW","317","370"
"2026-05-18 01:00:00","60","NEW LMBMGW","NEW LMBMGW","267","304"
"2026-05-18 02:00:00","60","NEW LLGMGW","NEW LLGMGW","310","385"
"2026-05-18 02:00:00","60","NEW LMBMGW","NEW LMBMGW","296","404"
"2026-05-18 03:00:00","60","NEW LLGMGW","NEW LLGMGW","529","837"
"2026-05-18 03:00:00","60","NEW LMBMGW","NEW LMBMGW","558","974"
"2026-05-18 04:00:00","60","NEW LLGMGW","NEW LLGMGW","1756","3326"
"2026-05-18 04:00:00","60","NEW LMBMGW","NEW LMBMGW","1810","3464"
"2026-05-18 05:00:00","60","NEW LLGMGW","NEW LLGMGW","7048","10092"
"2026-05-18 05:00:00","60","NEW LMBMGW","NEW LMBMGW","6929","9550"
"2026-05-18 06:00:00","60","NEW LLGMGW","NEW LLGMGW","10907","11682"
"2026-05-18 06:00:00","60","NEW LMBMGW","NEW LMBMGW","9921","10322"
"2026-05-18 07:00:00","60","NEW LLGMGW","NEW LLGMGW","11792","12174"
"2026-05-18 07:00:00","60","NEW LMBMGW","NEW LMBMGW","10049","10369"
"2026-05-18 08:00:00","60","NEW LLGMGW","NEW LLGMGW","12111","12440"
"2026-05-18 08:00:00","60","NEW LMBMGW","NEW LMBMGW","10130","10501"
"2026-05-18 09:00:00","60","NEW LLGMGW","NEW LLGMGW","12060","12430"
"2026-05-18 09:00:00","60","NEW LMBMGW","NEW LMBMGW","9874","10355"
"2026-05-18 10:00:00","60","NEW LLGMGW","NEW LLGMGW","11584","11928"
"2026-05-18 10:00:00","60","NEW LMBMGW","NEW LMBMGW","9448","9731"
"2026-05-18 11:00:00","60","NEW LLGMGW","NEW LLGMGW","11688","12022"
"2026-05-18 11:00:00","60","NEW LMBMGW","NEW LMBMGW","9513","10035"
"2026-05-18 12:00:00","60","NEW LMBMGW","NEW LMBMGW","9647","10018"
"2026-05-18 12:00:00","60","NEW LLGMGW","NEW LLGMGW","11665","12087"
"2026-05-18 13:00:00","60","NEW LLGMGW","NEW LLGMGW","11703","11978"
"2026-05-18 13:00:00","60","NEW LMBMGW","NEW LMBMGW","9845","10200"
"2026-05-18 14:00:00","60","NEW LLGMGW","NEW LLGMGW","11985","12415"
"2026-05-18 14:00:00","60","NEW LMBMGW","NEW LMBMGW","10293","10885"
"2026-05-18 15:00:00","60","NEW LLGMGW","NEW LLGMGW","12637","13267"
"2026-05-18 15:00:00","60","NEW LMBMGW","NEW LMBMGW","11028","11628"
"2026-05-18 16:00:00","60","NEW LLGMGW","NEW LLGMGW","14120","15540"
"2026-05-18 16:00:00","60","NEW LMBMGW","NEW LMBMGW","12647","14181"
"2026-05-18 17:00:00","60","NEW LLGMGW","NEW LLGMGW","17913","19741"
"2026-05-18 17:00:00","60","NEW LMBMGW","NEW LMBMGW","16967","19799"
"2026-05-18 18:00:00","60","NEW LLGMGW","NEW LLGMGW","19487","19764"
"2026-05-18 18:00:00","60","NEW LMBMGW","NEW LMBMGW","19820","20630"
"2026-05-18 19:00:00","60","NEW LLGMGW","NEW LLGMGW","18437","19604"
"2026-05-18 19:00:00","60","NEW LMBMGW","NEW LMBMGW","17228","19757"
"2026-05-18 20:00:00","60","NEW LMBMGW","NEW LMBMGW","10662","14446"
"2026-05-18 20:00:00","60","NEW LLGMGW","NEW LLGMGW","12354","16088"
"2026-05-18 21:00:00","60","NEW LLGMGW","NEW LLGMGW","5479","8385"
"2026-05-18 21:00:00","60","NEW LMBMGW","NEW LMBMGW","4551","7109"
"2026-05-18 22:00:00","60","NEW LLGMGW","NEW LLGMGW","1971","3195"
"2026-05-18 22:00:00","60","NEW LMBMGW","NEW LMBMGW","1602","2583"
"2026-05-18 23:00:00","60","NEW LLGMGW","NEW LLGMGW","785","1242"
"2026-05-18 23:00:00","60","NEW LMBMGW","NEW LMBMGW","613","927"
"2026-05-19 00:00:00","60","NEW LLGMGW","NEW LLGMGW","390","550"
"2026-05-19 00:00:00","60","NEW LMBMGW","NEW LMBMGW","321","413"
"2026-05-19 01:00:00","60","NEW LLGMGW","NEW LLGMGW","291","334"
"2026-05-19 01:00:00","60","NEW LMBMGW","NEW LMBMGW","240","299"
"2026-05-19 02:00:00","60","NEW LLGMGW","NEW LLGMGW","284","357"
"2026-05-19 02:00:00","60","NEW LMBMGW","NEW LMBMGW","282","346"
"2026-05-19 03:00:00","60","NEW LLGMGW","NEW LLGMGW","503","831"
"2026-05-19 03:00:00","60","NEW LMBMGW","NEW LMBMGW","501","902"
"2026-05-19 04:00:00","60","NEW LLGMGW","NEW LLGMGW","1779","3470"
"2026-05-19 04:00:00","60","NEW LMBMGW","NEW LMBMGW","1838","3555"
"2026-05-19 05:00:00","60","NEW LLGMGW","NEW LLGMGW","7177","10104"
"2026-05-19 05:00:00","60","NEW LMBMGW","NEW LMBMGW","6860","9125"
"2026-05-19 06:00:00","60","NEW LLGMGW","NEW LLGMGW","10852","11658"
"2026-05-19 06:00:00","60","NEW LMBMGW","NEW LMBMGW","9458","10010"
"2026-05-19 07:00:00","60","NEW LLGMGW","NEW LLGMGW","11814","12238"
"2026-05-19 07:00:00","60","NEW LMBMGW","NEW LMBMGW","9600","9955"
"2026-05-19 08:00:00","60","NEW LLGMGW","NEW LLGMGW","11958","12282"
"2026-05-19 08:00:00","60","NEW LMBMGW","NEW LMBMGW","9656","9989"
"2026-05-19 09:00:00","60","NEW LMBMGW","NEW LMBMGW","9468","9939"
"2026-05-19 09:00:00","60","NEW LLGMGW","NEW LLGMGW","11721","12218"
"2026-05-19 10:00:00","60","NEW LMBMGW","NEW LMBMGW","9190","9663"
"2026-05-19 10:00:00","60","NEW LLGMGW","NEW LLGMGW","11285","11738"
"2026-05-19 11:00:00","60","NEW LMBMGW","NEW LMBMGW","9405","9827"
"2026-05-19 11:00:00","60","NEW LLGMGW","NEW LLGMGW","11282","11711"
"2026-05-19 12:00:00","60","NEW LMBMGW","NEW LMBMGW","9625","9943"
"2026-05-19 12:00:00","60","NEW LLGMGW","NEW LLGMGW","11387","11708"
"2026-05-19 13:00:00","60","NEW LMBMGW","NEW LMBMGW","9873","10348"
"2026-05-19 13:00:00","60","NEW LLGMGW","NEW LLGMGW","11568","11960"
"2026-05-19 14:00:00","60","NEW LLGMGW","NEW LLGMGW","12011","12745"
"2026-05-19 14:00:00","60","NEW LMBMGW","NEW LMBMGW","10367","10858"
"2026-05-19 15:00:00","60","NEW LMBMGW","NEW LMBMGW","10902","11400"
"2026-05-19 15:00:00","60","NEW LLGMGW","NEW LLGMGW","12218","12728"
"2026-05-19 16:00:00","60","NEW LLGMGW","NEW LLGMGW","13356","15040"
"2026-05-19 16:00:00","60","NEW LMBMGW","NEW LMBMGW","12286","14246"
"2026-05-19 17:00:00","60","NEW LLGMGW","NEW LLGMGW","17618","19666"
"2026-05-19 17:00:00","60","NEW LMBMGW","NEW LMBMGW","16814","19737"
"2026-05-19 18:00:00","60","NEW LLGMGW","NEW LLGMGW","19431","19964"
"2026-05-19 18:00:00","60","NEW LMBMGW","NEW LMBMGW","19627","20716"
"2026-05-19 19:00:00","60","NEW LLGMGW","NEW LLGMGW","18985","19882"
"2026-05-19 19:00:00","60","NEW LMBMGW","NEW LMBMGW","18443","19507"
"2026-05-19 20:00:00","60","NEW LLGMGW","NEW LLGMGW","13605","17926"
"2026-05-19 20:00:00","60","NEW LMBMGW","NEW LMBMGW","12686","17308"
"2026-05-19 21:00:00","60","NEW LLGMGW","NEW LLGMGW","6197","9591"
"2026-05-19 21:00:00","60","NEW LMBMGW","NEW LMBMGW","5510","8672"
"2026-05-19 22:00:00","60","NEW LLGMGW","NEW LLGMGW","2522","3850"
"2026-05-19 22:00:00","60","NEW LMBMGW","NEW LMBMGW","2171","3214"
