"Result:CUPS PDP(2026-06-02 153203)_20260602_153123.csv"
"Save Time:2026-06-02 15:31:23"
"User Name:fraser.msusa"


"NE Type Name:vUGW"

"NE Names:LLG_vCGW01;LMB_vCGW01"

"Function Subset Name:PGW-C 2/3G Basic session performance measurement"

"Total 558 records"

"Start Time","Period (min)","NE Name","CGW function","PGW-C 2/3G Current activated PDP contexts (number)","PGW-C 2/3G Average PDP contexts activated (number)","PGW-C 2/3G Maximum simultaneously activated PDP contexts (number)","PGW-C 2/3G Activated duration of all PDP contexts (s)"
"2026-05-29 01:00:00","60","LMB_vCGW01","nodeName=cgw","25554","26032","26580","93716690"
"2026-05-29 01:00:00","60","LLG_vCGW01","nodeName=cgw","24017","24403","25017","87854150"
"2026-05-29 02:00:00","60","LMB_vCGW01","nodeName=cgw","24489","24974","25598","89907990"
"2026-05-29 02:00:00","60","LLG_vCGW01","nodeName=cgw","23521","23743","24190","85476440"
"2026-05-29 03:00:00","60","LMB_vCGW01","nodeName=cgw","24052","24247","24590","87290360"
"2026-05-29 03:00:00","60","LLG_vCGW01","nodeName=cgw","23581","23441","23750","84390310"
"2026-05-29 04:00:00","60","LMB_vCGW01","nodeName=cgw","26176","24881","26229","89572040"
"2026-05-29 04:00:00","60","LLG_vCGW01","nodeName=cgw","25772","24488","25803","88159490"
"2026-05-29 05:00:00","60","LMB_vCGW01","nodeName=cgw","35509","29643","36107","106716740"
"2026-05-29 05:00:00","60","LLG_vCGW01","nodeName=cgw","34113","29481","34133","106132560"
"2026-05-29 06:00:00","60","LMB_vCGW01","nodeName=cgw","42424","39525","42504","142289810"
"2026-05-29 06:00:00","60","LLG_vCGW01","nodeName=cgw","41642","38434","41808","138364360"
"2026-05-29 07:00:00","60","LMB_vCGW01","nodeName=cgw","47388","43946","47441","158205770"
"2026-05-29 07:00:00","60","LLG_vCGW01","nodeName=cgw","43188","42417","43630","152702440"
"2026-05-29 08:00:00","60","LMB_vCGW01","nodeName=cgw","46576","46313","47369","166730350"
"2026-05-29 08:00:00","60","LLG_vCGW01","nodeName=cgw","45598","45449","48079","163618700"
"2026-05-29 09:00:00","60","LMB_vCGW01","nodeName=cgw","47021","46803","47165","168490700"
"2026-05-29 09:00:00","60","LLG_vCGW01","nodeName=cgw","46479","46096","47769","165947270"
"2026-05-29 10:00:00","60","LLG_vCGW01","nodeName=cgw","45423","46260","48402","166537880"
"2026-05-29 10:00:00","60","LMB_vCGW01","nodeName=cgw","47148","47187","47524","169875050"
"2026-05-29 11:00:00","60","LMB_vCGW01","nodeName=cgw","46630","47035","47470","169325850"
"2026-05-29 11:00:00","60","LLG_vCGW01","nodeName=cgw","44921","45660","47240","164376200"
"2026-05-29 12:00:00","60","LMB_vCGW01","nodeName=cgw","45775","46391","47198","167010020"
"2026-05-29 12:00:00","60","LLG_vCGW01","nodeName=cgw","45592","46080","47909","165887700"
"2026-05-29 13:00:00","60","LMB_vCGW01","nodeName=cgw","46368","46024","46653","165686640"
"2026-05-29 13:00:00","60","LLG_vCGW01","nodeName=cgw","47183","46275","47314","166591540"
"2026-05-29 14:00:00","60","LMB_vCGW01","nodeName=cgw","46066","46510","46966","167437350"
"2026-05-29 14:00:00","60","LLG_vCGW01","nodeName=cgw","46078","46105","47533","165979430"
"2026-05-29 15:00:00","60","LMB_vCGW01","nodeName=cgw","46329","46263","46663","166550150"
"2026-05-29 15:00:00","60","LLG_vCGW01","nodeName=cgw","45214","45356","47011","163283590"
"2026-05-29 16:00:00","60","LMB_vCGW01","nodeName=cgw","47910","46982","47980","169136500"
"2026-05-29 16:00:00","60","LLG_vCGW01","nodeName=cgw","45893","45407","46770","163466780"
"2026-05-29 17:00:00","60","LMB_vCGW01","nodeName=cgw","55057","50779","55157","182807680"
"2026-05-29 17:00:00","60","LLG_vCGW01","nodeName=cgw","51576","48413","51688","174289030"
"2026-05-29 18:00:00","60","LMB_vCGW01","nodeName=cgw","63914","60304","64244","217094490"
"2026-05-29 18:00:00","60","LLG_vCGW01","nodeName=cgw","58895","55318","59211","199147170"
"2026-05-29 19:00:00","60","LMB_vCGW01","nodeName=cgw","66831","65821","67051","236958370"
"2026-05-29 19:00:00","60","LLG_vCGW01","nodeName=cgw","62776","60872","63049","219138770"
"2026-05-29 20:00:00","60","LMB_vCGW01","nodeName=cgw","57997","63630","68527","229071000"
"2026-05-29 20:00:00","60","LLG_vCGW01","nodeName=cgw","56868","59668","62797","214806030"
"2026-05-29 21:00:00","60","LMB_vCGW01","nodeName=cgw","43349","50891","58037","183208120"
"2026-05-29 21:00:00","60","LLG_vCGW01","nodeName=cgw","42813","49417","57210","177902590"
"2026-05-29 22:00:00","60","LMB_vCGW01","nodeName=cgw","32506","37326","43443","134375660"
"2026-05-29 22:00:00","60","LLG_vCGW01","nodeName=cgw","32125","37315","43129","134337380"
"2026-05-29 23:00:00","60","LMB_vCGW01","nodeName=cgw","27679","29680","32497","106849010"
"2026-05-29 23:00:00","60","LLG_vCGW01","nodeName=cgw","27789","29979","34337","107925480"
"2026-05-30 00:00:00","60","LMB_vCGW01","nodeName=cgw","25387","26423","27789","95122650"
"2026-05-30 00:00:00","60","LLG_vCGW01","nodeName=cgw","25164","26243","27853","94475500"
"2026-05-30 01:00:00","60","LMB_vCGW01","nodeName=cgw","24460","24955","25490","89840890"
"2026-05-30 01:00:00","60","LLG_vCGW01","nodeName=cgw","24042","24602","25344","88569130"
"2026-05-30 02:00:00","60","LMB_vCGW01","nodeName=cgw","23661","24110","24612","86798290"
"2026-05-30 02:00:00","60","LLG_vCGW01","nodeName=cgw","23513","23807","24247","85705170"
"2026-05-30 03:00:00","60","LMB_vCGW01","nodeName=cgw","23544","23517","23868","84662630"
"2026-05-30 03:00:00","60","LLG_vCGW01","nodeName=cgw","23420","23405","23772","84259870"
"2026-05-30 04:00:00","60","LMB_vCGW01","nodeName=cgw","25393","24204","25432","87137450"
"2026-05-30 04:00:00","60","LLG_vCGW01","nodeName=cgw","25362","24133","25385","86879620"
"2026-05-30 05:00:00","60","LMB_vCGW01","nodeName=cgw","34220","28836","34236","103811290"
"2026-05-30 05:00:00","60","LLG_vCGW01","nodeName=cgw","33043","28318","33063","101947030"
"2026-05-30 06:00:00","60","LMB_vCGW01","nodeName=cgw","43176","39528","43201","142303490"
"2026-05-30 06:00:00","60","LLG_vCGW01","nodeName=cgw","40887","38067","40895","137044410"
"2026-05-30 07:00:00","60","LMB_vCGW01","nodeName=cgw","45783","44747","45888","161091540"
"2026-05-30 07:00:00","60","LLG_vCGW01","nodeName=cgw","43299","42549","44372","153179170"
"2026-05-30 08:00:00","60","LMB_vCGW01","nodeName=cgw","46033","46260","46683","166537740"
"2026-05-30 08:00:00","60","LLG_vCGW01","nodeName=cgw","45510","44637","47689","160695150"
"2026-05-30 09:00:00","60","LLG_vCGW01","nodeName=cgw","45164","45927","47769","165338240"
"2026-05-30 09:00:00","60","LMB_vCGW01","nodeName=cgw","45762","45904","46252","165254930"
"2026-05-30 10:00:00","60","LMB_vCGW01","nodeName=cgw","45680","45889","46288","165202890"
"2026-05-30 10:00:00","60","LLG_vCGW01","nodeName=cgw","45946","45779","48082","164805510"
"2026-05-30 11:00:00","60","LMB_vCGW01","nodeName=cgw","45402","45678","46208","164441020"
"2026-05-30 11:00:00","60","LLG_vCGW01","nodeName=cgw","46987","46344","49634","166839320"
"2026-05-30 12:00:00","60","LMB_vCGW01","nodeName=cgw","46219","45752","46388","164709830"
"2026-05-30 12:00:00","60","LLG_vCGW01","nodeName=cgw","45926","46691","49339","168088860"
"2026-05-30 13:00:00","60","LMB_vCGW01","nodeName=cgw","46318","46534","46832","167525560"
"2026-05-30 13:00:00","60","LLG_vCGW01","nodeName=cgw","47389","46213","47699","166368560"
"2026-05-30 14:00:00","60","LMB_vCGW01","nodeName=cgw","46194","46289","46680","166642680"
"2026-05-30 14:00:00","60","LLG_vCGW01","nodeName=cgw","45147","46708","49310","168151870"
"2026-05-30 15:00:00","60","LMB_vCGW01","nodeName=cgw","46150","45900","46302","165241290"
"2026-05-30 15:00:00","60","LLG_vCGW01","nodeName=cgw","45324","45311","48458","163122010"
"2026-05-30 16:00:00","60","LMB_vCGW01","nodeName=cgw","47838","46826","48007","168573400"
"2026-05-30 16:00:00","60","LLG_vCGW01","nodeName=cgw","45981","45721","47312","164597000"
"2026-05-30 17:00:00","60","LMB_vCGW01","nodeName=cgw","55610","50871","55630","183137120"
"2026-05-30 17:00:00","60","LLG_vCGW01","nodeName=cgw","52490","48531","52787","174711770"
"2026-05-30 18:00:00","60","LMB_vCGW01","nodeName=cgw","64894","60795","65000","218862150"
"2026-05-30 18:00:00","60","LLG_vCGW01","nodeName=cgw","58341","55378","59285","199362470"
"2026-05-30 19:00:00","60","LMB_vCGW01","nodeName=cgw","65060","65431","66293","235554110"
"2026-05-30 19:00:00","60","LLG_vCGW01","nodeName=cgw","61833","60756","64251","218722310"
"2026-05-30 20:00:00","60","LMB_vCGW01","nodeName=cgw","56200","61607","65559","221789030"
"2026-05-30 20:00:00","60","LLG_vCGW01","nodeName=cgw","53273","59010","63158","212437920"
"2026-05-30 21:00:00","60","LMB_vCGW01","nodeName=cgw","43047","50376","56479","181354170"
"2026-05-30 21:00:00","60","LLG_vCGW01","nodeName=cgw","41760","48615","56272","175014510"
"2026-05-30 22:00:00","60","LMB_vCGW01","nodeName=cgw","31752","36682","43041","132058060"
"2026-05-30 22:00:00","60","LLG_vCGW01","nodeName=cgw","31107","35923","41729","129324250"
"2026-05-30 23:00:00","60","LMB_vCGW01","nodeName=cgw","26990","29014","31758","104452560"
"2026-05-30 23:00:00","60","LLG_vCGW01","nodeName=cgw","26368","28366","31099","102120400"
"2026-05-31 00:00:00","60","LMB_vCGW01","nodeName=cgw","24958","25918","27110","93305480"
"2026-05-31 00:00:00","60","LLG_vCGW01","nodeName=cgw","24122","25144","26466","90519190"
"2026-05-31 01:00:00","60","LMB_vCGW01","nodeName=cgw","23917","24543","25119","88356520"
"2026-05-31 01:00:00","60","LLG_vCGW01","nodeName=cgw","23367","23768","24332","85567100"
"2026-05-31 02:00:00","60","LMB_vCGW01","nodeName=cgw","23255","23594","24062","84942180"
"2026-05-31 02:00:00","60","LLG_vCGW01","nodeName=cgw","22780","23107","23625","83187550"
"2026-05-31 03:00:00","60","LMB_vCGW01","nodeName=cgw","23006","23077","23306","83080150"
"2026-05-31 03:00:00","60","LLG_vCGW01","nodeName=cgw","22493","22560","22969","81219380"
"2026-05-31 04:00:00","60","LMB_vCGW01","nodeName=cgw","25201","23856","25247","85884960"
"2026-05-31 04:00:00","60","LLG_vCGW01","nodeName=cgw","24180","23192","24200","83492760"
"2026-05-31 05:00:00","60","LMB_vCGW01","nodeName=cgw","33542","28275","33562","101793250"
"2026-05-31 05:00:00","60","LLG_vCGW01","nodeName=cgw","31221","26770","31241","96374640"
"2026-05-31 06:00:00","60","LMB_vCGW01","nodeName=cgw","41823","38619","41990","139029870"
"2026-05-31 06:00:00","60","LLG_vCGW01","nodeName=cgw","38848","35538","38866","127938240"
"2026-05-31 07:00:00","60","LMB_vCGW01","nodeName=cgw","43431","42931","43574","154553760"
"2026-05-31 07:00:00","60","LLG_vCGW01","nodeName=cgw","40837","40302","43011","145090100"
"2026-05-31 08:00:00","60","LLG_vCGW01","nodeName=cgw","41448","41218","41492","148387530"
"2026-05-31 08:00:00","60","LMB_vCGW01","nodeName=cgw","43691","43801","44048","157684560"
"2026-05-31 09:00:00","60","LMB_vCGW01","nodeName=cgw","43609","43647","43954","157129120"
"2026-05-31 09:00:00","60","LLG_vCGW01","nodeName=cgw","41510","41433","41892","149161590"
"2026-05-31 10:00:00","60","LMB_vCGW01","nodeName=cgw","44142","43736","44162","157450030"
"2026-05-31 10:00:00","60","LLG_vCGW01","nodeName=cgw","41595","41545","41870","149563760"
"2026-05-31 11:00:00","60","LMB_vCGW01","nodeName=cgw","44583","44344","44758","159639260"
"2026-05-31 11:00:00","60","LLG_vCGW01","nodeName=cgw","42410","42252","44883","152109360"
"2026-05-31 12:00:00","60","LMB_vCGW01","nodeName=cgw","45142","45091","45426","162328790"
"2026-05-31 12:00:00","60","LLG_vCGW01","nodeName=cgw","43322","42703","43335","153730480"
"2026-05-31 13:00:00","60","LMB_vCGW01","nodeName=cgw","46549","45892","46662","165211430"
"2026-05-31 13:00:00","60","LLG_vCGW01","nodeName=cgw","44518","43965","44597","158273800"
"2026-05-31 14:00:00","60","LMB_vCGW01","nodeName=cgw","46745","46705","47096","168138080"
"2026-05-31 14:00:00","60","LLG_vCGW01","nodeName=cgw","44732","44877","45300","161557340"
"2026-05-31 15:00:00","60","LMB_vCGW01","nodeName=cgw","46366","46501","47144","167404350"
"2026-05-31 15:00:00","60","LLG_vCGW01","nodeName=cgw","44383","44505","44929","160217950"
"2026-05-31 16:00:00","60","LMB_vCGW01","nodeName=cgw","48144","47264","48279","170150230"
"2026-05-31 16:00:00","60","LLG_vCGW01","nodeName=cgw","45397","44708","45459","160950960"
"2026-05-31 17:00:00","60","LMB_vCGW01","nodeName=cgw","56191","51101","56231","183964050"
"2026-05-31 17:00:00","60","LLG_vCGW01","nodeName=cgw","50305","47016","50379","169258520"
"2026-05-31 18:00:00","60","LMB_vCGW01","nodeName=cgw","64138","60845","64143","219043920"
"2026-05-31 18:00:00","60","LLG_vCGW01","nodeName=cgw","57770","54448","57790","196016170"
"2026-05-31 19:00:00","60","LMB_vCGW01","nodeName=cgw","65828","65432","66403","235555810"
"2026-05-31 19:00:00","60","LLG_vCGW01","nodeName=cgw","60309","59401","60639","213843740"
"2026-05-31 20:00:00","60","LMB_vCGW01","nodeName=cgw","57794","62968","65988","226686850"
"2026-05-31 20:00:00","60","LLG_vCGW01","nodeName=cgw","53013","57391","61335","206607340"
"2026-05-31 21:00:00","60","LMB_vCGW01","nodeName=cgw","41722","49535","57817","178328680"
"2026-05-31 21:00:00","60","LLG_vCGW01","nodeName=cgw","40044","46600","53019","167761860"
"2026-05-31 22:00:00","60","LMB_vCGW01","nodeName=cgw","30963","35611","41771","128200670"
"2026-05-31 22:00:00","60","LLG_vCGW01","nodeName=cgw","30352","34686","40011","124871900"
"2026-05-31 23:00:00","60","LMB_vCGW01","nodeName=cgw","26480","28429","30961","102345850"
"2026-05-31 23:00:00","60","LLG_vCGW01","nodeName=cgw","26053","27966","30330","100680160"
"2026-06-01 00:00:00","60","LMB_vCGW01","nodeName=cgw","24713","25592","26572","92131220"
"2026-06-01 00:00:00","60","LLG_vCGW01","nodeName=cgw","24117","24947","26178","89809410"
"2026-06-01 01:00:00","60","LMB_vCGW01","nodeName=cgw","23829","24352","24967","87670620"
"2026-06-01 01:00:00","60","LLG_vCGW01","nodeName=cgw","23506","23858","24450","85890310"
"2026-06-01 02:00:00","60","LMB_vCGW01","nodeName=cgw","23133","23473","23918","84503340"
"2026-06-01 02:00:00","60","LLG_vCGW01","nodeName=cgw","23158","23264","23696","83752430"
"2026-06-01 03:00:00","60","LLG_vCGW01","nodeName=cgw","23299","23214","23420","83572880"
"2026-06-01 03:00:00","60","LMB_vCGW01","nodeName=cgw","23117","23223","24388","83604260"
"2026-06-01 04:00:00","60","LMB_vCGW01","nodeName=cgw","25761","24147","25807","86929020"
"2026-06-01 04:00:00","60","LLG_vCGW01","nodeName=cgw","25437","24186","25457","87071780"
"2026-06-01 05:00:00","60","LMB_vCGW01","nodeName=cgw","34346","29177","34350","105037400"
"2026-06-01 05:00:00","60","LLG_vCGW01","nodeName=cgw","32923","28486","32927","102552530"
"2026-06-01 06:00:00","60","LMB_vCGW01","nodeName=cgw","42294","39038","42325","140536980"
"2026-06-01 06:00:00","60","LLG_vCGW01","nodeName=cgw","40236","37266","40237","134159880"
"2026-06-01 07:00:00","60","LMB_vCGW01","nodeName=cgw","45117","43894","45208","158018900"
"2026-06-01 07:00:00","60","LLG_vCGW01","nodeName=cgw","42204","41470","42344","149293010"
"2026-06-01 08:00:00","60","LMB_vCGW01","nodeName=cgw","46143","45822","46754","164960100"
"2026-06-01 08:00:00","60","LLG_vCGW01","nodeName=cgw","44155","43255","44211","155717640"
"2026-06-01 09:00:00","60","LMB_vCGW01","nodeName=cgw","46793","46619","46947","167829000"
"2026-06-01 09:00:00","60","LLG_vCGW01","nodeName=cgw","44590","44458","44997","160048990"
"2026-06-01 10:00:00","60","LMB_vCGW01","nodeName=cgw","46562","46921","47221","168917900"
"2026-06-01 10:00:00","60","LLG_vCGW01","nodeName=cgw","45138","45000","45405","162001480"
"2026-06-01 11:00:00","60","LMB_vCGW01","nodeName=cgw","46794","46695","47216","168102000"
"2026-06-01 11:00:00","60","LLG_vCGW01","nodeName=cgw","45011","45071","45436","162258950"
"2026-06-01 12:00:00","60","LMB_vCGW01","nodeName=cgw","46597","46764","47141","168351260"
"2026-06-01 12:00:00","60","LLG_vCGW01","nodeName=cgw","45696","45556","46117","164001320"
"2026-06-01 13:00:00","60","LMB_vCGW01","nodeName=cgw","45870","46258","46752","166528980"
"2026-06-01 13:00:00","60","LLG_vCGW01","nodeName=cgw","45326","45408","45660","163468850"
"2026-06-01 14:00:00","60","LMB_vCGW01","nodeName=cgw","45226","45635","46101","164288000"
"2026-06-01 14:00:00","60","LLG_vCGW01","nodeName=cgw","44388","44855","45482","161477840"
"2026-06-01 15:00:00","60","LMB_vCGW01","nodeName=cgw","45750","45399","45770","163437640"
"2026-06-01 15:00:00","60","LLG_vCGW01","nodeName=cgw","44208","44090","44530","158724020"
"2026-06-01 16:00:00","60","LMB_vCGW01","nodeName=cgw","48228","47439","48607","170781940"
"2026-06-01 16:00:00","60","LLG_vCGW01","nodeName=cgw","46108","44902","46185","161646840"
"2026-06-01 17:00:00","60","LMB_vCGW01","nodeName=cgw","55225","51043","55291","183756660"
"2026-06-01 17:00:00","60","LLG_vCGW01","nodeName=cgw","50426","47706","50453","171742370"
"2026-06-01 18:00:00","60","LMB_vCGW01","nodeName=cgw","64401","60624","64427","218248590"
"2026-06-01 18:00:00","60","LLG_vCGW01","nodeName=cgw","58405","54814","58421","197333110"
"2026-06-01 19:00:00","60","LMB_vCGW01","nodeName=cgw","66555","66271","67456","238577030"
"2026-06-01 19:00:00","60","LLG_vCGW01","nodeName=cgw","60962","60004","61086","216016640"
"2026-06-01 20:00:00","60","LMB_vCGW01","nodeName=cgw","58016","63497","66961","228591010"
"2026-06-01 20:00:00","60","LLG_vCGW01","nodeName=cgw","55001","59049","61748","212579950"
"2026-06-01 21:00:00","60","LMB_vCGW01","nodeName=cgw","42241","50164","57999","180592710"
"2026-06-01 21:00:00","60","LLG_vCGW01","nodeName=cgw","40718","47824","55006","172168010"
"2026-06-01 22:00:00","60","LMB_vCGW01","nodeName=cgw","30781","35881","42163","129172700"
"2026-06-01 22:00:00","60","LLG_vCGW01","nodeName=cgw","30526","35027","40713","126098670"
"2026-06-01 23:00:00","60","LMB_vCGW01","nodeName=cgw","26392","28089","30789","101121080"
"2026-06-01 23:00:00","60","LLG_vCGW01","nodeName=cgw","26194","28040","30583","100944170"
"2026-06-02 00:00:00","60","LMB_vCGW01","nodeName=cgw","24393","25283","26455","91020810"
"2026-06-02 00:00:00","60","LLG_vCGW01","nodeName=cgw","24450","25177","26312","90638990"
"2026-06-02 01:00:00","60","LMB_vCGW01","nodeName=cgw","23632","24077","24562","86677730"
"2026-06-02 01:00:00","60","LLG_vCGW01","nodeName=cgw","23702","24029","24642","86505980"
"2026-06-02 02:00:00","60","LLG_vCGW01","nodeName=cgw","23377","23477","23897","84519380"
"2026-06-02 02:00:00","60","LMB_vCGW01","nodeName=cgw","23080","23246","23741","83687120"
"2026-06-02 03:00:00","60","LMB_vCGW01","nodeName=cgw","23076","22992","23222","82772420"
"2026-06-02 03:00:00","60","LLG_vCGW01","nodeName=cgw","23420","23342","23605","84032200"
"2026-06-02 04:00:00","60","LMB_vCGW01","nodeName=cgw","25562","24174","25600","87026370"
"2026-06-02 04:00:00","60","LLG_vCGW01","nodeName=cgw","25679","24310","25699","87516650"
"2026-06-02 05:00:00","60","LMB_vCGW01","nodeName=cgw","33906","29025","33914","104490600"
"2026-06-02 05:00:00","60","LLG_vCGW01","nodeName=cgw","33434","28908","33434","104071370"
"2026-06-02 06:00:00","60","LMB_vCGW01","nodeName=cgw","42101","38873","42161","139943090"
"2026-06-02 06:00:00","60","LLG_vCGW01","nodeName=cgw","40336","37607","40367","135385880"
"2026-06-02 07:00:00","60","LMB_vCGW01","nodeName=cgw","44979","43982","45163","158336420"
"2026-06-02 07:00:00","60","LLG_vCGW01","nodeName=cgw","42856","41792","42946","150454530"
"2026-06-02 08:00:00","60","LMB_vCGW01","nodeName=cgw","46244","45702","46326","164527040"
"2026-06-02 08:00:00","60","LLG_vCGW01","nodeName=cgw","44377","43675","44394","157232500"
"2026-06-02 09:00:00","60","LMB_vCGW01","nodeName=cgw","46585","46409","46737","167072710"
"2026-06-02 09:00:00","60","LLG_vCGW01","nodeName=cgw","45027","44737","45241","161054330"
"2026-06-02 10:00:00","60","LMB_vCGW01","nodeName=cgw","46444","46635","46977","167888760"
"2026-06-02 10:00:00","60","LLG_vCGW01","nodeName=cgw","45144","45095","45540","162341340"
"2026-06-02 11:00:00","60","LMB_vCGW01","nodeName=cgw","46163","46443","46742","167194990"
"2026-06-02 11:00:00","60","LLG_vCGW01","nodeName=cgw","45236","45180","45449","162651770"
"2026-06-02 12:00:00","60","LMB_vCGW01","nodeName=cgw","46085","46445","46920","167205430"
"2026-06-02 12:00:00","60","LLG_vCGW01","nodeName=cgw","45494","45490","45860","163767250"
"2026-06-02 13:00:00","60","LMB_vCGW01","nodeName=cgw","45628","45837","46381","165015970"
"2026-06-02 13:00:00","60","LLG_vCGW01","nodeName=cgw","45229","45343","45895","163235190"
"2026-06-02 14:00:00","60","LMB_vCGW01","nodeName=cgw","45126","45407","45825","163466820"
"2026-06-02 14:00:00","60","LLG_vCGW01","nodeName=cgw","44359","44752","45323","161108250"
