"Result:SGI throughput CUPS(2026-06-02 151623)_20260602_151223.csv"
"Save Time:2026-06-02 15:12:23"
"User Name:fraser.msusa"


"NE Type Name:vUGW"

"NE Names:LLG_vCGW01;LLG_vDGW01;LMB_vCGW01;LMB_vDGW01"

"Function Subset Name:PGW-U Forwarding performance measurement"

"Total 558 records"

"Start Time","Period (min)","NE Name","DGW function","User Plane SGi downlink user traffic peak throughput in KB/s (kB/s)","User Plane SGi downlink user traffic peak throughput in MB/s (MB/s) (MB/s)"
"2026-06-02 10:00:00","60","LMB_vDGW01","nodeName=dgw","3226668","3226.668"
"2026-06-02 10:00:00","60","LLG_vDGW01","nodeName=dgw","3624756","3624.756"
"2026-06-02 11:00:00","60","LMB_vDGW01","nodeName=dgw","3304725","3304.725"
"2026-06-02 11:00:00","60","LLG_vDGW01","nodeName=dgw","3488115","3488.115"
"2026-06-02 12:00:00","60","LMB_vDGW01","nodeName=dgw","3305713","3305.713"
"2026-06-02 12:00:00","60","LLG_vDGW01","nodeName=dgw","3447502","3447.502"
"2026-06-02 13:00:00","60","LMB_vDGW01","nodeName=dgw","3372683","3372.683"
"2026-06-02 13:00:00","60","LLG_vDGW01","nodeName=dgw","3692895","3692.895"
"2026-06-02 14:00:00","60","LMB_vDGW01","nodeName=dgw","3404742","3404.742"
"2026-06-02 14:00:00","60","LLG_vDGW01","nodeName=dgw","3666178","3666.178"
