"Result:vUSN GB mode MM(2026-06-02 143442)_20260602_143257.csv"
"Save Time:2026-06-02 14:32:57"
"User Name:fraser.msusa"


"NE Type Name:vUSN"

"NE Names:CLOUDUSN;LMB_vUSN01"

"Function Subset Name:Gb mode radio resource"

"Total 278 records"

"Start Time","Period (min)","NE Name","UsnFunction","Gb mode maximum attached users (number)"
"2026-05-27 02:00:00","60","LMB_vUSN01","nodeName=usn, USN Function Configuration Name=USN_VNFC","27297"
"2026-05-27 03:00:00","60","LMB_vUSN01","nodeName=usn, USN Function Configuration Name=USN_VNFC","25823"
"2026-05-27 04:00:00","60","LMB_vUSN01","nodeName=usn, USN Function Configuration Name=USN_VNFC","26349"
"2026-05-27 05:00:00","60","LMB_vUSN01","nodeName=usn, USN Function Configuration Name=USN_VNFC","31541"
"2026-05-27 06:00:00","60","LMB_vUSN01","nodeName=usn, USN Function Configuration Name=USN_VNFC","34947"
"2026-05-27 07:00:00","60","LMB_vUSN01","nodeName=usn, USN Function Configuration Name=USN_VNFC","35341"
"2026-05-27 08:00:00","60","LMB_vUSN01","nodeName=usn, USN Function Configuration Name=USN_VNFC","35956"
"2026-05-27 09:00:00","60","LMB_vUSN01","nodeName=usn, USN Function Configuration Name=USN_VNFC","34458"
"2026-05-27 10:00:00","60","LMB_vUSN01","nodeName=usn, USN Function Configuration Name=USN_VNFC","34720"
"2026-05-27 11:00:00","60","LMB_vUSN01","nodeName=usn, USN Function Configuration Name=USN_VNFC","35120"
"2026-05-27 12:00:00","60","LMB_vUSN01","nodeName=usn, USN Function Configuration Name=USN_VNFC","35383"
"2026-05-27 13:00:00","60","LMB_vUSN01","nodeName=usn, USN Function Configuration Name=USN_VNFC","35397"
"2026-05-27 14:00:00","60","LMB_vUSN01","nodeName=usn, USN Function Configuration Name=USN_VNFC","35571"
"2026-05-27 15:00:00","60","LMB_vUSN01","nodeName=usn, USN Function Configuration Name=USN_VNFC","36261"
"2026-05-27 16:00:00","60","LMB_vUSN01","nodeName=usn, USN Function Configuration Name=USN_VNFC","37695"
"2026-05-27 17:00:00","60","LMB_vUSN01","nodeName=usn, USN Function Configuration Name=USN_VNFC","42242"
"2026-05-27 18:00:00","60","LMB_vUSN01","nodeName=usn, USN Function Configuration Name=USN_VNFC","47405"
"2026-05-27 19:00:00","60","LMB_vUSN01","nodeName=usn, USN Function Configuration Name=USN_VNFC","48618"
"2026-05-27 20:00:00","60","LMB_vUSN01","nodeName=usn, USN Function Configuration Name=USN_VNFC","48492"
"2026-05-27 21:00:00","60","LMB_vUSN01","nodeName=usn, USN Function Configuration Name=USN_VNFC","45646"
"2026-05-27 22:00:00","60","LMB_vUSN01","nodeName=usn, USN Function Configuration Name=USN_VNFC","37412"
"2026-05-27 23:00:00","60","LMB_vUSN01","nodeName=usn, USN Function Configuration Name=USN_VNFC","31143"
"2026-05-28 00:00:00","60","LMB_vUSN01","nodeName=usn, USN Function Configuration Name=USN_VNFC","28454"
"2026-05-28 01:00:00","60","LMB_vUSN01","nodeName=usn, USN Function Configuration Name=USN_VNFC","27405"
"2026-05-28 02:00:00","60","LMB_vUSN01","nodeName=usn, USN Function Configuration Name=USN_VNFC","27337"
"2026-05-28 03:00:00","60","LMB_vUSN01","nodeName=usn, USN Function Configuration Name=USN_VNFC","25796"
"2026-05-28 04:00:00","60","LMB_vUSN01","nodeName=usn, USN Function Configuration Name=USN_VNFC","26188"
