"Result:vMGW License Usage(2026-06-02 154429)_20260602_154545.csv"
"Save Time:2026-06-02 15:45:45"
"User Name:fraser.msusa"


"NE Type Name:CloudSE2980"

"NE Names:CloudSBC01_SBC;LLWVMGW01;LMBVMGW01"

"Function Subset Name:License Resource Usage Measurement (MGW)"

"Total 837 records"

"Start Time","Period (min)","NE Name","Software System","License Resource Usage for Basic Software on the MGW (%)"
"2026-05-25 21:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-25 21:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","36"
"2026-05-25 21:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","24"
"2026-05-25 22:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-25 22:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","15"
"2026-05-25 22:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","11"
"2026-05-25 23:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-25 23:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","5"
"2026-05-25 23:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","3"
"2026-05-26 00:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-26 00:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","2"
"2026-05-26 00:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","1"
"2026-05-26 01:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-26 01:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","1"
"2026-05-26 01:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","1"
"2026-05-26 02:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-26 02:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","1"
"2026-05-26 02:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","1"
"2026-05-26 03:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-26 03:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","2"
"2026-05-26 03:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","1"
"2026-05-26 04:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","6"
"2026-05-26 04:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-26 04:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","4"
"2026-05-26 05:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-26 05:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","23"
"2026-05-26 05:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","16"
"2026-05-26 06:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","19"
"2026-05-26 06:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","28"
"2026-05-26 06:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-26 07:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-26 07:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","20"
"2026-05-26 07:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","28"
"2026-05-26 08:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-26 08:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","28"
"2026-05-26 08:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","20"
"2026-05-26 09:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-26 09:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","28"
"2026-05-26 09:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","20"
"2026-05-26 10:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-26 10:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","30"
"2026-05-26 10:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","20"
"2026-05-26 11:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-26 11:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","29"
"2026-05-26 11:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","19"
"2026-05-26 12:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-26 12:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","29"
"2026-05-26 12:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","20"
"2026-05-26 13:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-26 13:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","29"
"2026-05-26 13:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","20"
"2026-05-26 14:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","21"
"2026-05-26 14:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-26 14:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","31"
"2026-05-26 15:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-26 15:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","32"
"2026-05-26 15:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","22"
"2026-05-26 16:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-26 16:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","37"
"2026-05-26 16:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","26"
"2026-05-26 17:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-26 17:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","49"
"2026-05-26 17:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","36"
"2026-05-26 18:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-26 18:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","54"
"2026-05-26 18:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","42"
"2026-05-26 19:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-26 19:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","54"
"2026-05-26 19:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","42"
"2026-05-26 20:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-26 20:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","52"
"2026-05-26 20:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","39"
"2026-05-26 21:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-26 21:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","35"
"2026-05-26 21:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","25"
"2026-05-26 22:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-26 22:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","15"
"2026-05-26 22:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","11"
"2026-05-26 23:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","4"
"2026-05-26 23:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","5"
"2026-05-26 23:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-27 00:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-27 00:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","2"
"2026-05-27 00:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","1"
"2026-05-27 01:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-27 01:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","1"
"2026-05-27 01:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","1"
"2026-05-27 02:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-27 02:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","1"
"2026-05-27 02:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","1"
"2026-05-27 03:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-27 03:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","2"
"2026-05-27 03:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","1"
"2026-05-27 04:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-27 04:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","6"
"2026-05-27 04:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","4"
"2026-05-27 05:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-27 05:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","23"
"2026-05-27 05:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","16"
"2026-05-27 06:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-27 06:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","29"
"2026-05-27 06:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","20"
"2026-05-27 07:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-27 07:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","29"
"2026-05-27 07:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","21"
"2026-05-27 08:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","34"
"2026-05-27 08:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-27 08:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","21"
"2026-05-27 09:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-27 09:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","29"
"2026-05-27 09:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","21"
"2026-05-27 10:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-27 10:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","30"
"2026-05-27 10:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","21"
"2026-05-27 11:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-27 11:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","29"
"2026-05-27 11:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","20"
"2026-05-27 12:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-27 12:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","29"
"2026-05-27 12:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","20"
"2026-05-27 13:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-27 13:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","29"
"2026-05-27 13:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","20"
"2026-05-27 14:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-27 14:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","30"
"2026-05-27 14:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","20"
"2026-05-27 15:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","21"
"2026-05-27 15:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","30"
"2026-05-27 15:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-27 16:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-27 16:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","37"
"2026-05-27 16:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","26"
"2026-05-27 17:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-27 17:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","49"
"2026-05-27 17:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","36"
"2026-05-27 18:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-27 18:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","53"
"2026-05-27 18:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","42"
"2026-05-27 19:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-27 19:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","54"
"2026-05-27 19:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","41"
"2026-05-27 20:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-27 20:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","52"
"2026-05-27 20:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","39"
"2026-05-27 21:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-27 21:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","36"
"2026-05-27 21:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","25"
"2026-05-27 22:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-27 22:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","11"
"2026-05-27 22:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","16"
"2026-05-27 23:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-27 23:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","5"
"2026-05-27 23:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","4"
"2026-05-28 00:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-28 00:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","2"
"2026-05-28 00:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","1"
"2026-05-28 01:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-28 01:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","1"
"2026-05-28 01:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","1"
"2026-05-28 02:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-28 02:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","1"
"2026-05-28 02:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","1"
"2026-05-28 03:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-28 03:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","2"
"2026-05-28 03:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","1"
"2026-05-28 04:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-28 04:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","6"
"2026-05-28 04:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","4"
"2026-05-28 05:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-28 05:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","23"
"2026-05-28 05:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","16"
"2026-05-28 06:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-28 06:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","21"
"2026-05-28 06:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","29"
"2026-05-28 07:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-28 07:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","29"
"2026-05-28 07:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","21"
"2026-05-28 08:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-28 08:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","29"
"2026-05-28 08:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","20"
"2026-05-28 09:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-28 09:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","29"
"2026-05-28 09:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","20"
"2026-05-28 10:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-28 10:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","31"
"2026-05-28 10:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","21"
"2026-05-28 11:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-28 11:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","29"
"2026-05-28 11:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","20"
"2026-05-28 12:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-28 12:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","30"
"2026-05-28 12:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","20"
"2026-05-28 13:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-28 13:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","30"
"2026-05-28 13:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","20"
"2026-05-28 14:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-28 14:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","31"
"2026-05-28 14:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","21"
"2026-05-28 15:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-28 15:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","31"
"2026-05-28 15:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","22"
"2026-05-28 16:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","37"
"2026-05-28 16:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-28 16:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","26"
"2026-05-28 17:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-28 17:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","37"
"2026-05-28 17:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","49"
"2026-05-28 18:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-28 18:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","53"
"2026-05-28 18:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","41"
"2026-05-28 19:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-28 19:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","53"
"2026-05-28 19:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","41"
"2026-05-28 20:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-28 20:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","51"
"2026-05-28 20:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","38"
"2026-05-28 21:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-28 21:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","36"
"2026-05-28 21:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","24"
"2026-05-28 22:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-28 22:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","16"
"2026-05-28 22:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","12"
"2026-05-28 23:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-28 23:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","5"
"2026-05-28 23:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","4"
"2026-05-29 00:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-29 00:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","1"
"2026-05-29 00:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","2"
"2026-05-29 01:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-29 01:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","1"
"2026-05-29 01:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","1"
"2026-05-29 02:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-29 02:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","1"
"2026-05-29 02:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","1"
"2026-05-29 03:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-29 03:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","2"
"2026-05-29 03:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","1"
"2026-05-29 04:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-29 04:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","6"
"2026-05-29 04:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","4"
"2026-05-29 05:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-29 05:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","24"
"2026-05-29 05:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","16"
"2026-05-29 06:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-29 06:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","29"
"2026-05-29 06:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","21"
"2026-05-29 07:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-29 07:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","29"
"2026-05-29 07:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","21"
"2026-05-29 08:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-29 08:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","29"
"2026-05-29 08:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","21"
"2026-05-29 09:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-29 09:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","29"
"2026-05-29 09:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","21"
"2026-05-29 10:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-29 10:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","30"
"2026-05-29 10:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","20"
"2026-05-29 11:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-29 11:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","30"
"2026-05-29 11:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","20"
"2026-05-29 12:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-29 12:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","29"
"2026-05-29 12:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","20"
"2026-05-29 13:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-29 13:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","30"
"2026-05-29 13:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","21"
"2026-05-29 14:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-29 14:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","32"
"2026-05-29 14:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","22"
"2026-05-29 15:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-29 15:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","32"
"2026-05-29 15:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","23"
"2026-05-29 16:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-29 16:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","38"
"2026-05-29 16:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","26"
"2026-05-29 17:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-29 17:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","49"
"2026-05-29 17:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","36"
"2026-05-29 18:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-29 18:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","53"
"2026-05-29 18:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","40"
"2026-05-29 19:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-29 19:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","53"
"2026-05-29 19:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","41"
"2026-05-29 20:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-29 20:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","51"
"2026-05-29 20:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","39"
"2026-05-29 21:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-29 21:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","36"
"2026-05-29 21:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","26"
"2026-05-29 22:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-29 22:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","16"
"2026-05-29 22:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","12"
"2026-05-29 23:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","6"
"2026-05-29 23:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-29 23:00:00","60","LMBVMGW01","System ID=0, System name=CloudSE2980","4"
"2026-05-30 00:00:00","60","CloudSBC01_SBC","System ID=0, System name=CloudSE2980","0"
"2026-05-30 00:00:00","60","LLWVMGW01","System ID=0, System name=CloudSE2980","3"
