"Result:GI throughput CUPS(2026-06-02 151222)_20260602_151129.csv"
"Save Time:2026-06-02 15:11:30"
"User Name:fraser.msusa"


"NE Type Name:vUGW"

"NE Names:LLG_vCGW01;LLG_vDGW01;LMB_vCGW01;LMB_vDGW01"

"Function Subset Name:PGW-U 2/3G Forwarding performance measurement"

"Total 558 records"

"Start Time","Period (min)","NE Name","DGW function","PGW-U 2/3G Gi downlink peak throughput in KB/s (kB/s)","PGW-U 2/3G Gi downlink peak throughput in MB/s (MB/s)"
"2026-05-30 20:00:00","60","LLG_vDGW01","nodeName=dgw","537497","537"
"2026-05-30 21:00:00","60","LMB_vDGW01","nodeName=dgw","527359","527"
"2026-05-30 21:00:00","60","LLG_vDGW01","nodeName=dgw","532045","532"
"2026-05-30 22:00:00","60","LMB_vDGW01","nodeName=dgw","384876","384"
"2026-05-30 22:00:00","60","LLG_vDGW01","nodeName=dgw","398007","398"
"2026-05-30 23:00:00","60","LMB_vDGW01","nodeName=dgw","222636","222"
"2026-05-30 23:00:00","60","LLG_vDGW01","nodeName=dgw","240267","240"
"2026-05-31 00:00:00","60","LMB_vDGW01","nodeName=dgw","132991","133"
"2026-05-31 00:00:00","60","LLG_vDGW01","nodeName=dgw","133806","133"
"2026-05-31 01:00:00","60","LMB_vDGW01","nodeName=dgw","70706","70"
"2026-05-31 01:00:00","60","LLG_vDGW01","nodeName=dgw","78750","78"
"2026-05-31 02:00:00","60","LMB_vDGW01","nodeName=dgw","66506","66"
"2026-05-31 02:00:00","60","LLG_vDGW01","nodeName=dgw","61439","61"
"2026-05-31 03:00:00","60","LMB_vDGW01","nodeName=dgw","66141","66"
"2026-05-31 03:00:00","60","LLG_vDGW01","nodeName=dgw","66140","66"
"2026-05-31 04:00:00","60","LMB_vDGW01","nodeName=dgw","123639","123"
"2026-05-31 04:00:00","60","LLG_vDGW01","nodeName=dgw","102966","103"
"2026-05-31 05:00:00","60","LMB_vDGW01","nodeName=dgw","246355","246"
"2026-05-31 05:00:00","60","LLG_vDGW01","nodeName=dgw","222268","222"
"2026-05-31 06:00:00","60","LMB_vDGW01","nodeName=dgw","312513","312"
"2026-05-31 06:00:00","60","LLG_vDGW01","nodeName=dgw","286145","286"
"2026-05-31 07:00:00","60","LMB_vDGW01","nodeName=dgw","315824","316"
"2026-05-31 07:00:00","60","LLG_vDGW01","nodeName=dgw","312624","312"
"2026-05-31 08:00:00","60","LLG_vDGW01","nodeName=dgw","294778","294"
"2026-05-31 08:00:00","60","LMB_vDGW01","nodeName=dgw","312075","312"
"2026-05-31 09:00:00","60","LMB_vDGW01","nodeName=dgw","307068","307"
"2026-05-31 09:00:00","60","LLG_vDGW01","nodeName=dgw","293632","293"
"2026-05-31 10:00:00","60","LMB_vDGW01","nodeName=dgw","326897","326"
"2026-05-31 10:00:00","60","LLG_vDGW01","nodeName=dgw","314217","314"
"2026-05-31 11:00:00","60","LMB_vDGW01","nodeName=dgw","333309","333"
"2026-05-31 11:00:00","60","LLG_vDGW01","nodeName=dgw","324494","324"
"2026-05-31 12:00:00","60","LMB_vDGW01","nodeName=dgw","337855","337"
"2026-05-31 12:00:00","60","LLG_vDGW01","nodeName=dgw","328234","328"
"2026-05-31 13:00:00","60","LMB_vDGW01","nodeName=dgw","361013","360"
"2026-05-31 13:00:00","60","LLG_vDGW01","nodeName=dgw","339487","339"
"2026-05-31 14:00:00","60","LMB_vDGW01","nodeName=dgw","367562","367"
"2026-05-31 14:00:00","60","LLG_vDGW01","nodeName=dgw","393270","393"
"2026-05-31 15:00:00","60","LMB_vDGW01","nodeName=dgw","379249","379"
"2026-05-31 15:00:00","60","LLG_vDGW01","nodeName=dgw","354492","354"
"2026-05-31 16:00:00","60","LMB_vDGW01","nodeName=dgw","351920","351"
"2026-05-31 16:00:00","60","LLG_vDGW01","nodeName=dgw","345347","345"
"2026-05-31 17:00:00","60","LMB_vDGW01","nodeName=dgw","339600","339"
"2026-05-31 17:00:00","60","LLG_vDGW01","nodeName=dgw","338941","338"
"2026-05-31 18:00:00","60","LMB_vDGW01","nodeName=dgw","404001","404"
"2026-05-31 18:00:00","60","LLG_vDGW01","nodeName=dgw","405918","406"
"2026-05-31 19:00:00","60","LMB_vDGW01","nodeName=dgw","460134","460"
"2026-05-31 19:00:00","60","LLG_vDGW01","nodeName=dgw","451724","451"
"2026-05-31 20:00:00","60","LMB_vDGW01","nodeName=dgw","510917","511"
"2026-05-31 20:00:00","60","LLG_vDGW01","nodeName=dgw","468105","468"
"2026-05-31 21:00:00","60","LMB_vDGW01","nodeName=dgw","478641","479"
"2026-05-31 21:00:00","60","LLG_vDGW01","nodeName=dgw","465050","464"
"2026-05-31 22:00:00","60","LMB_vDGW01","nodeName=dgw","371828","371"
"2026-05-31 22:00:00","60","LLG_vDGW01","nodeName=dgw","389642","389"
"2026-05-31 23:00:00","60","LMB_vDGW01","nodeName=dgw","214419","214"
"2026-05-31 23:00:00","60","LLG_vDGW01","nodeName=dgw","227216","227"
"2026-06-01 00:00:00","60","LMB_vDGW01","nodeName=dgw","111927","112"
"2026-06-01 00:00:00","60","LLG_vDGW01","nodeName=dgw","121856","121"
"2026-06-01 01:00:00","60","LMB_vDGW01","nodeName=dgw","70266","70"
"2026-06-01 01:00:00","60","LLG_vDGW01","nodeName=dgw","68929","68"
"2026-06-01 02:00:00","60","LMB_vDGW01","nodeName=dgw","62320","62"
"2026-06-01 02:00:00","60","LLG_vDGW01","nodeName=dgw","62107","62"
"2026-06-01 03:00:00","60","LLG_vDGW01","nodeName=dgw","69013","69"
"2026-06-01 03:00:00","60","LMB_vDGW01","nodeName=dgw","71287","71"
"2026-06-01 04:00:00","60","LMB_vDGW01","nodeName=dgw","124697","124"
"2026-06-01 04:00:00","60","LLG_vDGW01","nodeName=dgw","118248","118"
"2026-06-01 05:00:00","60","LMB_vDGW01","nodeName=dgw","244650","244"
"2026-06-01 05:00:00","60","LLG_vDGW01","nodeName=dgw","228119","228"
"2026-06-01 06:00:00","60","LMB_vDGW01","nodeName=dgw","279042","279"
"2026-06-01 06:00:00","60","LLG_vDGW01","nodeName=dgw","278231","278"
"2026-06-01 07:00:00","60","LMB_vDGW01","nodeName=dgw","287382","287"
"2026-06-01 07:00:00","60","LLG_vDGW01","nodeName=dgw","267666","267"
"2026-06-01 08:00:00","60","LMB_vDGW01","nodeName=dgw","294446","294"
"2026-06-01 08:00:00","60","LLG_vDGW01","nodeName=dgw","279593","279"
"2026-06-01 09:00:00","60","LMB_vDGW01","nodeName=dgw","286296","286"
"2026-06-01 09:00:00","60","LLG_vDGW01","nodeName=dgw","282306","282"
"2026-06-01 10:00:00","60","LMB_vDGW01","nodeName=dgw","303492","303"
"2026-06-01 10:00:00","60","LLG_vDGW01","nodeName=dgw","307658","307"
"2026-06-01 11:00:00","60","LMB_vDGW01","nodeName=dgw","317082","316"
"2026-06-01 11:00:00","60","LLG_vDGW01","nodeName=dgw","317535","317"
"2026-06-01 12:00:00","60","LMB_vDGW01","nodeName=dgw","317018","316"
"2026-06-01 12:00:00","60","LLG_vDGW01","nodeName=dgw","313464","313"
"2026-06-01 13:00:00","60","LMB_vDGW01","nodeName=dgw","338962","339"
"2026-06-01 13:00:00","60","LLG_vDGW01","nodeName=dgw","327250","327"
"2026-06-01 14:00:00","60","LMB_vDGW01","nodeName=dgw","339925","340"
"2026-06-01 14:00:00","60","LLG_vDGW01","nodeName=dgw","336180","336"
"2026-06-01 15:00:00","60","LMB_vDGW01","nodeName=dgw","334403","334"
"2026-06-01 15:00:00","60","LLG_vDGW01","nodeName=dgw","319585","319"
"2026-06-01 16:00:00","60","LMB_vDGW01","nodeName=dgw","326825","326"
"2026-06-01 16:00:00","60","LLG_vDGW01","nodeName=dgw","311780","311"
"2026-06-01 17:00:00","60","LMB_vDGW01","nodeName=dgw","331659","331"
"2026-06-01 17:00:00","60","LLG_vDGW01","nodeName=dgw","330672","330"
"2026-06-01 18:00:00","60","LMB_vDGW01","nodeName=dgw","404295","404"
"2026-06-01 18:00:00","60","LLG_vDGW01","nodeName=dgw","399293","399"
"2026-06-01 19:00:00","60","LMB_vDGW01","nodeName=dgw","451958","451"
"2026-06-01 19:00:00","60","LLG_vDGW01","nodeName=dgw","461104","461"
"2026-06-01 20:00:00","60","LMB_vDGW01","nodeName=dgw","483763","483"
"2026-06-01 20:00:00","60","LLG_vDGW01","nodeName=dgw","476161","476"
"2026-06-01 21:00:00","60","LMB_vDGW01","nodeName=dgw","479455","479"
"2026-06-01 21:00:00","60","LLG_vDGW01","nodeName=dgw","476538","476"
"2026-06-01 22:00:00","60","LMB_vDGW01","nodeName=dgw","382957","383"
"2026-06-01 22:00:00","60","LLG_vDGW01","nodeName=dgw","411043","410"
"2026-06-01 23:00:00","60","LMB_vDGW01","nodeName=dgw","223970","223"
"2026-06-01 23:00:00","60","LLG_vDGW01","nodeName=dgw","240395","240"
"2026-06-02 00:00:00","60","LMB_vDGW01","nodeName=dgw","117426","117"
"2026-06-02 00:00:00","60","LLG_vDGW01","nodeName=dgw","118951","119"
"2026-06-02 01:00:00","60","LMB_vDGW01","nodeName=dgw","81547","81"
"2026-06-02 01:00:00","60","LLG_vDGW01","nodeName=dgw","77544","77"
"2026-06-02 02:00:00","60","LLG_vDGW01","nodeName=dgw","76893","76"
"2026-06-02 02:00:00","60","LMB_vDGW01","nodeName=dgw","71925","71"
"2026-06-02 03:00:00","60","LMB_vDGW01","nodeName=dgw","71747","71"
"2026-06-02 03:00:00","60","LLG_vDGW01","nodeName=dgw","73642","73"
"2026-06-02 04:00:00","60","LMB_vDGW01","nodeName=dgw","143369","143"
"2026-06-02 04:00:00","60","LLG_vDGW01","nodeName=dgw","124601","124"
"2026-06-02 05:00:00","60","LMB_vDGW01","nodeName=dgw","246208","246"
"2026-06-02 05:00:00","60","LLG_vDGW01","nodeName=dgw","240158","240"
"2026-06-02 06:00:00","60","LMB_vDGW01","nodeName=dgw","302143","302"
"2026-06-02 06:00:00","60","LLG_vDGW01","nodeName=dgw","277712","277"
"2026-06-02 07:00:00","60","LMB_vDGW01","nodeName=dgw","306673","306"
"2026-06-02 07:00:00","60","LLG_vDGW01","nodeName=dgw","279084","278"
"2026-06-02 08:00:00","60","LMB_vDGW01","nodeName=dgw","297245","297"
"2026-06-02 08:00:00","60","LLG_vDGW01","nodeName=dgw","282862","282"
"2026-06-02 09:00:00","60","LMB_vDGW01","nodeName=dgw","316421","316"
"2026-06-02 09:00:00","60","LLG_vDGW01","nodeName=dgw","303467","303"
"2026-06-02 10:00:00","60","LMB_vDGW01","nodeName=dgw","314697","314"
"2026-06-02 10:00:00","60","LLG_vDGW01","nodeName=dgw","327554","327"
"2026-06-02 11:00:00","60","LMB_vDGW01","nodeName=dgw","322525","322"
"2026-06-02 11:00:00","60","LLG_vDGW01","nodeName=dgw","324919","324"
"2026-06-02 12:00:00","60","LMB_vDGW01","nodeName=dgw","324664","324"
"2026-06-02 12:00:00","60","LLG_vDGW01","nodeName=dgw","323936","323"
"2026-06-02 13:00:00","60","LMB_vDGW01","nodeName=dgw","340068","340"
"2026-06-02 13:00:00","60","LLG_vDGW01","nodeName=dgw","336317","336"
"2026-06-02 14:00:00","60","LMB_vDGW01","nodeName=dgw","350669","350"
"2026-06-02 14:00:00","60","LLG_vDGW01","nodeName=dgw","339493","339"
